"","Gavia immer","Gavia stellata","Morus bassanus","Nannopterum auritum","Botaurus lentiginosus","Anser caerulescens","Anas rubripes","Anas acuta","Anas crecca","Spatula discors","Bucephala clangula","Bucephala islandica","Aythya collaris","Aythya marila","Aythya affinis","Clangula hyemalis","Histrionicus histrionicus","Somateria mollissima","Somateria spectabilis","Melanitta perspicillata","Mergus serrator","Mergus merganser","Larus argentatus","Larus hyperboreus","Larus marinus","Rissa tridactyla","Stercorarius pomarinus","Sterna hirundo.1","Sterna paradisaea","Alca torda","Uria lomvia","Uria aalge","Alle alle","Cepphus grylle","Fratercula arctica","Buteo lagopus","Haliaeetus leucocephalus","Pandion haliaetus.1","Falco columbarius","Bubo scandiacus","Aegolius funereus","Surnia ulula","Asio flammeus","Canachites canadensis","Bonasa umbellus","Lagopus muta","Charadrius semipalmatus","Charadrius vociferus","Calidris melanotos","Numenius phaeopus.1","Actitis macularius","Tringa solitaria","Tringa melanoleuca","Calidris minutilla","Phalaropus lobatus","Phalaropus fulicarius","Megaceryle alcyon","Picoides arcticus","Empidonax flaviventris","Setophaga magnolia","Empidonax traillii","Eremophila alpestris","Tachycineta bicolor","Perisoreus canadensis","Corvus corax","Poecile hudsonicus","Sitta canadensis","Euphagus carolinus","Quiscalus quiscula","Pinicola enucleator","Zonotrichia leucophrys","Zonotrichia albicollis","Regulus satrapa","Passerella iliaca","Plectrophenax nivalis","Branta canadensis","Chordeiles minor","Lagopus lagopus","Setophaga petechia","Turdus migratorius","Loxia leucoptera","Phalacrocorax carbo.1","Branta bernicla","Pluvialis dominica","Picoides dorsalis","Colaptes auratus","Melanitta deglandi","Melanitta americana","Larus glaucoides","Bubo virginianus","Strix varia","Corvus brachyrhynchos","Acanthis flammea","Loxia curvirostra","Circus hudsonius","Riparia riparia","Gallinago delicata"
"Empidonax flaviventris",8.95991734885584,7.21145128037555,10.3866478482397,8.02208747498408,7.64337848416017,8.86716362263651,7.39679149042624,7.13911116553583,5.53780002445018,5.96766346780988,5.99974987665132,6.05529407433488,6.17968163924921,6.50783522738288,6.30505098646539,6.17049551252523,5.42552686299854,7.35522486223576,6.74207900190071,6.80830014912953,6.75434005891806,7.21000789134057,8.48455755165365,8.93845013389675,9.05136991234804,6.71690005489243,7.4375969694993,6.47529707171065,6.69379935533886,6.47997493842303,6.17808721579412,6.52019660305316,3.85285386794471,4.69467199082015,6.04578174472991,8.14399988197232,10.4362599979501,8.48476457850801,5.06943361595529,8.38639031194208,3.97054550234643,5.68923127522506,6.37654045912445,4.65895807271773,5.25930355265716,4.7154405545245,3.63338308976173,4.38289007139249,4.26080259998156,7.31290731188532,3.31696441869124,4.21605812080408,6.18758580702335,2.47233525036678,3.59692584140974,4.31334367219861,5.37682518697644,3.62532193775963,0,1.15558272202359,0.408900981872887,2.38572259447433,3.37454650086649,4.09345796516074,9.11318674809198,1.24472793496833,1.28560669313946,2.9519932401715,4.21394643959796,2.86222020293686,1.40888370632573,1.3455304316896,2.00360927276511,1.70165593022326,2.403381222899,8.43991405242883,4.94221189566245,5.04576013276556,1.00483913670862,3.2320105289743,2.28154679701749,8.39672814758845,7.24672740119398,5.12573417081834,3.19744634137091,4.54739438679012,7.24521948268719,6.44672817725689,7.92264021541122,7.88668631914105,7.48617185536619,7.20576402945624,1.30701998113031,2.82067839922125,7.53008654466238,3.40491584118525,5.30461192562392
"Setophaga magnolia",9.61307741286507,7.8177392133405,11.2026677263507,8.74289639861689,8.28496477290218,9.64189516508092,8.23474999379482,7.96202173059654,6.3645896929214,6.82674383222049,6.85098515894919,6.90161259610384,7.04146735511303,7.38356738938942,7.16404835543517,7.03462503106767,6.26066417901021,8.16571801715623,7.56666295518567,7.6708389831549,7.4404641555727,7.92879451741184,9.15878197788636,9.63537448098609,9.73424551404222,7.34863956815485,8.09396131626784,7.05871215909432,7.28592141321874,7.23900275784605,6.88151952714224,7.2134553598863,4.55654222097892,5.34405613299231,6.76064006646447,8.83752796121663,11.2010032955148,9.26373318115083,5.80143805704801,9.12686721043156,4.7323782946382,6.44078808139199,7.08972639291467,5.37569419962281,6.01267532140653,5.39778908869784,3.97874317286121,4.85025598074226,4.73203881122154,7.93101840189575,3.61428910409427,4.57364652742294,6.72653703091297,2.56564715402039,3.87550533693416,4.69206400746199,6.16954404056944,4.46630235484931,1.15558272202359,0,1.37090707468794,2.93231690364665,3.71784602796789,4.77324106135347,9.89673206643241,0.735370270666657,1.14378371526503,3.56360949374284,4.90752390447244,3.74326307487301,1.93406297026768,1.87056013981493,1.02823139982455,2.35897214760711,3.02464695713516,9.21321589856869,5.34289909007717,5.79003418624688,0.448191312648965,3.86601461239066,2.9402893129365,9.1150313638474,8.01738720863752,5.61586444560789,4.04223264306029,5.27107521584719,8.12261734885791,7.32325903596129,8.5787058855372,8.60946307558699,8.17320293847741,7.96419768807269,1.88723006539743,3.63741927364717,8.19717524271127,3.6424479778409,5.8537367467629
"Empidonax traillii",8.73550085752853,7.01806187291716,10.1308856199155,7.74337496363596,7.38367316472088,8.60111085768899,7.17456714411229,6.90556679193273,5.35835424379103,5.77804660554059,5.77735145350352,5.81164771363702,5.97838495656952,6.30811000197853,6.11336791373287,5.91789594853034,5.19683613499718,7.10417782169524,6.50656511390363,6.58678212368471,6.54726796572543,6.96800021381737,8.21997218690901,8.6600038226092,8.77372432912072,6.50641312883081,7.18084895809529,6.33249459487178,6.54469447590159,6.24516202010392,6.0033365420683,6.35882545908848,3.78466639740639,4.51493071463612,5.84779316811047,7.83888637320659,10.129585524925,8.19514621675825,4.81134966248328,8.07923101122343,3.66488822178856,5.37858687931316,6.099012862325,4.37363010860712,4.95728757173347,4.49155594183597,3.63315936794946,4.24335723876359,4.19130762697348,7.12201881119247,3.30853291453323,4.15465928054756,6.01267960484163,2.55983352004995,3.62903992618726,4.28462830440411,5.1638371995996,3.35894337699695,0.408900981872887,1.37090707468794,0,2.21732374875253,3.44757286918109,3.74766108458112,8.81059481691447,1.32265941770933,1.55893623113627,2.6598773252933,3.8944562559204,2.54207808978667,1.08215444473635,1.00275233743384,2.24254029020763,1.3603431563777,2.21998768406593,8.17946806099728,4.88201603994702,4.76125339922651,1.23625699141836,2.93031913336113,2.1218937191825,8.11867898726297,7.00453365389028,5.00093051814963,2.95614274282467,4.26955015111219,7.01641636286154,6.22045641491361,7.66458224478536,7.56471154018659,7.15749307301922,6.90518903375536,1.18921836877418,2.629254331115,7.231770272776,3.54085477299326,5.18898711094093
"Eremophila alpestris",7.30453939666286,5.53620643331413,8.64120985309959,6.37368682177286,6.2647489048002,7.08075054586095,5.81558507682338,5.31207200054188,3.91090666393811,4.43275814753327,4.29367972707714,4.36967305518492,4.75963371765332,5.09050550544856,4.84314937149844,4.39570355025348,3.61305860082912,5.76303134208099,5.02795158459023,5.26142121935561,5.04705981868369,5.49928854693041,6.49791325314561,7.02803281200978,7.1270360502325,4.56566245612053,5.33505407165478,4.41838811440212,4.65551826668532,4.62265828801655,4.52786572056592,4.85182542456926,2.54526252635337,3.09995328791619,4.55149222080825,6.27904316337582,8.75798184043343,6.69350923065854,2.96543258130527,6.61095430595454,2.43897365716235,3.9038621057571,4.35356295653907,2.90618060236578,3.52952559884605,2.65096173938551,1.89053344724173,2.15515356855932,2.57565091037853,5.63212529879819,1.95115074345323,2.61874624557087,4.47179928243183,2.07387600570905,2.32642545440566,2.7907002748662,4.41941586246308,2.94082854008326,2.38572259447433,2.93231690364665,2.21732374875253,0,2.30078039812635,3.31242731026845,7.5224919226168,2.89847965421235,2.69122793968613,1.79064690878315,3.12903345582213,2.03787379649936,1.77327656876821,2.26307729986537,3.3837741465149,1.57220377008159,0.552983053240462,6.64907812190827,2.9900520196613,3.2395374491426,2.68745382070169,1.86025932384004,1.57118794532818,6.83880772808113,5.37825668982919,2.96884117518556,2.47292055901833,3.55860495731078,5.68417590648886,4.91761499953481,5.88213061926255,6.2929098980303,5.88918640203858,5.60798609549833,1.71412068984103,1.98415089825006,5.6055337964672,2.80230895195258,4.08483200100804
"Tachycineta bicolor",8.63084323759134,6.82301491374967,9.7798619652297,7.91656248988159,7.99986125129737,8.3682795349828,7.00302618880501,6.38645747896958,4.92885809677144,5.48407116495811,5.40625180321991,5.63577714089905,5.94170867570929,6.21237169479605,5.94532607102667,5.57219043596975,4.80215758422873,7.09686012519551,6.23021647156865,6.41283060072546,6.33380343097438,6.8804746855695,7.70112248139046,8.30870631508456,8.40394423092672,5.43847527312206,6.43988900636652,4.7529436122557,4.86064131111045,5.72851370401573,5.58922220134698,5.84098117875787,3.04708056431712,4.47922757437298,5.65407142335879,7.70464112497478,10.1817391189815,7.9872587071657,4.2318396965074,8.04309465275581,4.15912195369367,5.35857705428024,5.63072504345569,4.57637670678139,5.1871492147377,3.84741063029223,1.60804719377947,3.11021733888078,3.34709270153749,6.8834965011506,2.66491799387801,3.52324984522035,5.79895358429161,2.71577779851604,2.55355210595823,3.41952229924502,5.70093867291248,4.74360864130116,3.37454650086649,3.71784602796789,3.44757286918109,2.30078039812635,0,5.38978637736579,9.02659339357788,3.81182927212327,3.25405439310234,3.97505544253779,5.21402970210202,3.85995368401701,3.56848684307319,3.9694379546025,3.65981339527401,3.48598138667002,2.30647861364017,7.90944444596236,2.25121026015829,4.79674854535578,3.53259768707946,4.01106949766884,2.96893052748785,8.40095768341699,6.55959743859719,3.71053479683882,4.20230156580328,5.43693563797935,6.84447630339253,6.1304480905676,7.0536612902981,7.9502024755973,7.5857995546817,7.23228628491224,2.76192331940469,3.3867660492061,7.05179635699878,0.726988864794204,5.26827049981829
"Perisoreus canadensis",6.25518686373617,5.01359245227611,7.37632353468677,4.71099098549639,4.4797161281031,5.80085266170473,4.97072888617704,4.77246072026336,4.16715382024706,4.35559294703896,4.00014795825006,3.72848562341128,4.27464262587194,4.55597287064587,4.51737470026176,3.82208492090451,3.56874735104724,4.53986895196459,4.32418130040488,4.57917648093427,4.48066888156246,4.40153625051433,5.47039798150469,5.70829415790666,5.83042019717208,4.69582614673583,4.73395587393925,5.36615233255463,5.5930693780611,4.51518014504518,4.63145351769681,5.06326559567201,4.52867231014318,3.50956660501084,4.70742926265156,4.66709428564265,6.77566612633521,5.11574364857837,3.26757036564081,4.87678717843196,1.93156917701894,2.80323254827595,3.64027959375645,2.255582657654,2.44111684650967,3.28548964500109,4.9545794983535,3.94311956349559,4.44539123658428,5.09726048783155,4.43453136924543,4.3963750975812,4.38312324613444,4.59140725135981,4.8296540127552,4.71840858644215,3.62019206718816,1.81327666151992,4.09345796516074,4.77324106135347,3.74766108458112,3.31242731026845,5.38978637736579,0,5.53268641831805,4.50059562335823,4.82152584487958,1.8397202015215,1.32330134094206,2.23908940236201,3.01905557677451,3.14780220428127,5.58680446064585,2.85789758525931,3.3665408931338,5.36573153404645,5.31318738071695,2.60799642538123,4.65788610645206,1.63684713436816,3.51207945596542,5.00409866732493,4.6245555240858,4.50316895998503,2.18715937727341,1.70890139098184,4.78097256805057,4.16369642978807,5.05687301027598,4.17876687209761,3.69149701177284,3.71392396860161,3.9603988038087,3.3670697434816,4.25188253947168,5.90588442312403,4.48751800665211
"Corvus corax",3.30745995189191,4.12239695453567,2.5451980740302,1.73128918128891,2.85443823781711,1.95772646569508,3.16607587727861,3.3182131459557,4.88043404039032,4.506069190939,4.21167647308185,3.87247138076055,4.20980027865225,4.1446492907625,4.34453032044652,3.83511030092586,4.56752577620416,2.72979179987756,3.54795251753077,3.65150388511556,3.73858535650624,2.82805145497332,2.43713573183594,1.88894243812886,2.00230465852139,4.33404424788945,3.41947427042938,5.74424219160569,5.97199069603556,4.19160446648951,4.79290440765061,4.86020169821728,7.25487909289566,5.46497762477587,5.20403751585336,2.32266361077467,1.57274862946478,1.62107120038927,5.08822876114698,1.76313190196604,5.56153575718454,4.15159754922178,3.70760015444841,4.98520335337638,4.35206433488665,5.56098235652878,8.19132008417,6.51985028804433,6.8963207465387,3.99899386427104,7.83062631018671,7.04406709815313,4.80327075546063,8.64682892055755,8.06271697807772,7.27188035082189,5.09903011400745,5.72472557190037,9.11318674809198,9.89673206643241,8.81059481691447,7.5224919226168,9.02659339357788,5.53268641831805,0,9.73902536349614,9.59878418778219,6.37920643351929,5.11382427414877,6.55399342999672,8.09924248882642,8.35943262453737,10.6491986751375,7.78865152063348,7.53003788595339,2.22162625247938,7.92291981806907,4.66422575185251,9.68327042054919,6.09650720459154,7.61002857420583,1.61294805570903,3.14507826598716,6.22794172374489,6.15444409407533,4.88548090334434,3.28901457739265,3.7405104331765,2.87075488943457,1.97136629794579,2.36972228207354,1.95840769186697,8.6702403444924,7.05769727818354,2.91268814316566,9.70652873951932,5.95658230918511
"Poecile hudsonicus",9.63442807695275,7.88714814852434,11.1215657384628,8.63794939179437,8.25596170531708,9.56961022508673,8.22791668460247,7.91266038563236,6.3980405214418,6.86860704150046,6.8282350759454,6.84599876402387,7.07304019985274,7.40774558378938,7.21044007486648,6.93494916957422,6.21248490745288,8.11447452318914,7.51487413553923,7.67477194705005,7.46650258178697,7.89189270985014,9.07211942419353,9.52647751468917,9.62827398542773,7.30494235580948,7.99446875990261,7.05471253442932,7.22753010693128,7.19825569608624,6.9477553637178,7.31026941967608,4.71001690381516,5.40115102321557,6.80178033749549,8.64074300653277,11.0145638896515,9.08549708199745,5.66548053301404,8.93417268832391,4.48296292721861,6.17713254509624,6.93637493366716,5.21382878517971,5.84272048921816,5.29953461295014,4.15995475432428,4.90212201107182,4.91829628279336,8.00074972613215,3.8619854066115,4.77732370576943,6.82988019188527,2.87277191563931,4.10705771194438,4.91894263852676,6.05119152988449,4.32675720299961,1.24472793496833,0.735370270666657,1.32265941770933,2.89847965421235,3.81182927212327,4.50059562335823,9.73902536349614,0,1.54333517971519,3.44186060693668,4.74642046410287,3.51706425782634,1.75382525285991,1.61871858830708,1.31469045882479,2.17208767439931,2.94717950345337,9.13108357468204,5.30453770716893,5.63180990339625,0.995666418425736,3.72969968121167,2.91906919363446,9.00558609201054,7.96984205820514,5.72827816649333,3.93126100546635,5.12207557362183,8.09335442483466,7.30952321766447,8.49512192441532,8.40654793626037,7.93585644749983,7.81322169918778,1.782113675666,3.60340994868199,8.03687123510487,3.77721603593665,6.0152830675929
"Sitta canadensis",9.12083853258417,7.29542598976149,10.7417885465552,8.39744832295784,7.93820170987091,9.25988020828381,7.70506938521209,7.49742730327823,5.74969082778242,6.23956281261158,6.40725215331707,6.50094976583465,6.48672819627043,6.8264976993904,6.59714232638213,6.66761784414226,5.84433311560579,7.74393709256476,7.11997944061087,7.18162877540111,6.91741400360875,7.50019530548338,8.81384229998199,9.31212154710947,9.41127713570284,6.89779178218418,7.79345797413515,6.50154604076776,6.77635175134582,6.77884742353397,6.26540828362763,6.57902956269991,3.89840221770299,4.77457576855107,6.20250646829413,8.6511376150241,10.9266023076911,8.95102462093466,5.53162219599714,8.89450922577384,4.52661070032247,6.23566283571032,6.8225320539629,5.19577101617444,5.86536002582342,5.09536044660684,3.50695593181547,4.48305476516461,4.07518830695034,7.42906848401219,3.02171706759987,3.9463927220197,6.24668051017179,1.78835650502115,3.16060255551567,4.01372799455757,5.58459997614056,4.12315049191727,1.28560669313946,1.14378371526503,1.55893623113627,2.69122793968613,3.25405439310234,4.82152584487958,9.59878418778219,1.54333517971519,0,3.41030842983975,4.75007012905662,3.5332873210402,2.13440879750478,2.23325100102869,1.65120080485081,2.46046816473245,2.75463261925432,8.85708565715852,5.01681732070279,5.5645079344294,0.975432885627431,3.75740134153844,2.4164253609575,8.76186544245226,7.61815597659265,5.13815324761854,3.61358113108236,4.98013590724712,7.65123309059051,6.87013942053105,8.23432724976192,8.43442050934815,8.03101566606108,7.68638437231051,1.76091816942573,3.09679199379753,8.03739289622822,3.2065246371081,5.17404739318942
"Euphagus carolinus",6.37068319670811,4.76764256084459,7.76843106520698,5.21967095438672,4.93737375026764,6.23495568462177,5.03743684403098,4.71563182508729,3.54252507672912,3.92598002815974,3.82593120763995,3.7584207349153,4.08146892142747,4.45511433826467,4.26806993150764,3.85408206398847,3.24694268205531,4.8615063707627,4.40742829197701,4.5855366687748,4.20932685693353,4.52406801051095,5.75101744080661,6.17263589413956,6.27798000688903,4.286143431324,4.81857762976333,4.51811009710166,4.8294660849839,4.17711466962734,4.05323033535834,4.39298646559772,3.22355464624697,2.54654602794697,4.13470105883465,5.41517416106956,7.6797156496352,5.81355683923146,2.90176491137284,5.66599366615924,1.83034704704828,3.20184875672223,3.84082443051337,2.22126506521625,2.71210043773308,2.68020753611446,3.37008560418098,2.65486666092844,2.87506537652253,4.77134022506687,2.67212215263848,2.80361991390633,3.73572640609087,2.84284491756679,3.11213607967632,3.12142183022455,3.41290982859059,1.60829716155014,2.9519932401715,3.56360949374284,2.6598773252933,1.79064690878315,3.97505544253779,1.8397202015215,6.37920643351929,3.44186060693668,3.41030842983975,0,1.48611936533328,1.57835811371947,1.86754879977182,2.23774840200775,4.31871330153812,1.7389193020516,1.95300258876557,5.84453375986316,4.21434938009023,2.63209992495541,3.36895927945568,0.548477367000566,1.99279367983991,5.61064942611133,4.76646701957536,3.31523706387059,1.41717842106967,1.98952797049018,4.97932637478022,4.232266251897,5.22196874393394,5.15924274783183,4.72164030791074,4.44259910658494,2.66761625170787,2.09365600222675,4.83871316969582,4.49307558162291,3.40949958032995
"Quiscalus quiscula",5.45262870192398,4.17239674803685,6.6597311769226,4.05794813049028,3.80803682627998,5.21619178222969,4.16486453817574,3.95051897315383,3.22978539342846,3.41008233821807,3.30672480132851,3.11901821701573,3.42910897216729,3.79671013320999,3.68653267624561,3.20762374011684,2.90448156348573,3.8969322161188,3.71577975261538,3.81530181097532,3.50218322208246,3.59477552036834,4.87227100983362,5.17443724061811,5.28927908000909,3.94540862263291,4.19613549108472,4.52973887172658,4.84656339256644,3.59679756218004,3.6787222294416,3.99524351456221,3.90841642708787,2.53997739078879,3.73714798346675,4.47787592071919,6.45767835382534,4.77936042281123,2.87890328416016,4.60340712494905,1.91425554576588,2.57138385653347,3.28288594545733,2.03805483482597,2.12495145184177,2.91512504956423,4.51817491703991,3.37528893175698,3.55187270522038,4.08343140971146,3.79468585707422,3.56043886464357,3.38570249674103,4.15706912364895,4.20210091466607,3.88956093058834,2.75763728342518,1.35412367479036,4.21394643959796,4.90752390447244,3.8944562559204,3.12903345582213,5.21402970210202,1.32330134094206,5.11382427414877,4.74642046410287,4.75007012905662,1.48611936533328,0,2.10289081287045,3.1261438842201,3.36440929824335,5.73062219698164,2.9323013211023,3.19300986896519,4.91440536719344,5.10119991253785,2.28961106188523,4.72813416605963,1.42209200797918,3.05287527414672,4.40019204687766,4.04796322803192,3.77533387587437,1.6983454223175,1.02357882172012,4.15910146537113,3.50578636387391,4.45669958142344,3.99966768608111,3.58452215938808,3.24770240647525,3.93590208568768,2.79888740825883,4.03318593351842,5.77850969191975,3.32164556142537
"Pinicola enucleator",6.7605569983547,5.27734927092389,7.88600775345218,5.61465116484668,5.53603091009591,6.39075841857876,5.07080503657634,4.7657989132312,3.47277423864386,3.85215813532942,3.73244132891219,3.69170239989442,4.01029723195318,4.32001774678659,4.18274749862463,3.75718980576987,3.16729516293217,4.95236307897717,4.38319956011283,4.51101957352285,4.68698058205606,4.95926825942819,6.0952546283377,6.47367361746193,6.59416926386937,4.61058446320078,5.1621915371742,4.82740151030102,5.03536031329454,4.08208393446478,4.17532504249182,4.61419610377626,2.89099207519039,2.9183478852229,3.89816871614128,5.69860397349888,7.84332627874929,5.91676631102846,2.85605931099971,5.81800962603106,1.50163604080942,3.1060994234611,3.97873518237362,2.4644789178366,2.9334846479028,2.78388174686495,3.61415305225763,3.35566960384391,3.49225909673891,5.50147561774071,3.39880637804388,3.68164380186712,4.64962725650265,3.39438882270413,3.7486382208399,3.90240120175242,3.28822423053788,1.75310995724137,2.86222020293686,3.74326307487301,2.54207808978667,2.03787379649936,3.85995368401701,2.23908940236201,6.55399342999672,3.51706425782634,3.5332873210402,1.57835811371947,2.10289081287045,0,1.98422901023874,2.20289362315305,4.49252032535355,1.57794580830546,1.78707802856435,6.04784330730355,4.3750461038368,2.67585020552695,3.55631837408413,1.60775019973641,1.69249916479097,5.99741628663003,4.9194901870966,3.91865358814584,1.50319996489116,2.5692590006058,4.90876446634002,4.17830960459207,5.59160474625952,5.35264203704329,4.98297085622731,4.72049189969094,2.28103562552091,1.38527560211525,5.21093719322211,4.30744244092899,4.10717141022377
"Zonotrichia leucophrys",8.03647395628241,6.3611112129143,9.49428717136667,7.0061534952169,6.67350936470956,7.90581800079961,6.61991991137019,6.3092956965155,4.90232461179683,5.32779687248713,5.22306199329787,5.2170475891789,5.49548335078941,5.84077565328815,5.64788834628917,5.32819389419486,4.63086777831962,6.46174213691294,5.91199714100577,6.04570254127146,5.90981679142208,6.28128390652123,7.45564299168009,7.88824616967447,7.9912518376277,5.82451046754833,6.42875987599534,5.82380391471889,6.05699128035727,5.58276177925106,5.43380487522866,5.81559624855646,3.55616472605601,3.91048945973995,5.24997739142325,7.06199577389031,9.38241020959897,7.48216737186834,4.16159271321666,7.30515342416504,2.95280275477808,4.63342575488177,5.36996154120999,3.62282154150595,4.21079877950842,3.8366649602632,3.44467706590996,3.70654083071343,3.81315355472521,6.5205529555703,3.05501460489053,3.76693430556449,5.41638314754018,2.53934266091838,3.48471654832711,3.9912039309075,4.70976514055603,2.88698413130113,1.40888370632573,1.93406297026768,1.08215444473635,1.77327656876821,3.56848684307319,3.01905557677451,8.09924248882642,1.75382525285991,2.13440879750478,1.86754879977182,3.1261438842201,1.98422901023874,0,0.562843713586772,2.7331811355562,0.584110246175265,1.78114874260121,7.50428067991609,4.60453298270927,4.01943374815824,1.81220024706527,2.11222741382444,1.79229532645827,7.38543295805647,6.3545606591337,4.47464324284863,2.53815082971415,3.6365273386342,6.48219449799503,5.69321094353271,6.90478652413235,6.77233501429861,6.34351241784977,6.18130689811868,1.31726414365862,2.31268846910922,6.46282119421679,3.825804785128,4.76348260075717
"Zonotrichia albicollis",8.36446790341829,6.72699167918038,9.80688998164779,7.30679792509157,6.93346413218719,8.22025615838094,6.93577619783914,6.67068324988308,5.26977512023229,5.672077892881,5.57360603126336,5.5454781523352,5.80664083669055,6.13973344564091,5.96387926028734,5.66645263533282,4.9936294118288,6.7700660891402,6.23573205705024,6.36498427807061,6.28854518978293,6.63492696932102,7.83814500143367,8.24141917579415,8.34786844274223,6.28684863255481,6.84120327926059,6.31565247483885,6.53526788993657,5.95940788294172,5.81653346556516,6.2048085051653,3.932395163498,4.31829994209523,5.59224427057015,7.37043064512232,9.64587806406284,7.7917069682602,4.54868809534356,7.59813835462323,3.2722310010975,4.95720372717575,5.74483300064638,3.97297350482532,4.52808824038933,4.25987675571881,3.91618304491444,4.21163327062677,4.29353352952397,6.90624443277838,3.53841892396785,4.24680030740821,5.8243814006717,2.93682798420513,3.95843170901431,4.46133548608462,4.98427274520652,3.10030729433922,1.3455304316896,1.87056013981493,1.00275233743384,2.26307729986537,3.9694379546025,3.14780220428127,8.35943262453737,1.61871858830708,2.23325100102869,2.23774840200775,3.36440929824335,2.20289362315305,0.562843713586772,0,2.72811371311115,0.867932377317979,2.23476636427686,7.82318022134337,5.08300787405551,4.3650401514673,1.7882883114162,2.4872586628332,2.17185097656237,7.66871597448836,6.70917907676409,4.96922864085308,2.80222857354737,3.8806836117638,6.78014496847117,6.00008134424173,7.30561202606601,7.01710177604412,6.5946767728099,6.4595696080241,1.51929245953429,2.61089756137177,6.78779425718616,4.16673443520661,5.14203145130527
"Regulus satrapa",10.2972431937889,8.45601879611528,11.9005205061755,9.47311054165878,9.06935320557798,10.3231124532447,8.95078178249335,8.60527140427601,7.00722006682123,7.5136865919411,7.50200275597932,7.57499209673844,7.76957675610253,8.10238867279774,7.8679236425225,7.67990023308993,6.88199745510812,8.89049532666325,8.22535952339201,8.38302668692923,8.10941944313501,8.6246674720824,9.75932296157654,10.2709669061977,10.3628220518643,7.83438504592543,8.62705351728475,7.43969954645881,7.62935654576248,7.84333020847267,7.50203607628603,7.82561569368613,5.01850401308856,5.9857284650478,7.3943789488841,9.4545908123953,11.9155200454955,9.92396480828405,6.31068258315534,9.79010251832104,5.37525705965187,7.04764642302732,7.65085563993948,6.00184755115517,6.66921432759412,5.88433682983137,4.10127886184029,5.21060306372501,5.17222263721578,8.58704641625398,3.97190532956487,5.00203702098253,7.33936349762058,2.90985006906432,4.14856277868804,5.08428828321591,6.93765671460334,5.3259266726041,2.00360927276511,1.02823139982455,2.24254029020763,3.3837741465149,3.65981339527401,5.58680446064585,10.6491986751375,1.31469045882479,1.65120080485081,4.31871330153812,5.73062219698164,4.49252032535355,2.7331811355562,2.72811371311115,0,3.09804916484364,3.47738620473538,9.87554196240733,5.37710386374929,6.40859077542257,1.23659815768846,4.58792951805235,3.56391231248037,9.86795360351873,8.6439413961601,5.98854032048011,4.86503949324445,6.10141727311747,8.83135610940166,8.03786204634132,9.15079521848165,9.32509505273094,8.87232587617705,8.7060927688136,2.41022571907603,4.31401893382555,8.7918060407581,3.44420161998176,6.51306137358167
"Passerella iliaca",7.74991892487822,6.09820229104251,9.15707777947502,6.72681917932826,6.45232891494679,7.54635807665271,6.27919744710127,5.95657374087471,4.56323404754774,4.99391956733665,4.85193663922907,4.83836784898719,5.16357305042794,5.49068254843868,5.30128056039683,4.94993349808375,4.24212040583303,6.13140463409708,5.52988668497431,5.69530133416149,5.65508364104087,6.01399761228065,7.14345912301166,7.57171699205442,7.67648019379469,5.52865039974959,6.11172529562178,5.60534288088529,5.8348414938139,5.20373994207067,5.12591565135496,5.52538238874776,3.24170786974466,3.66365771625695,4.89906397085362,6.73137086319158,9.0600755224775,7.14225544156319,3.74171317257343,6.96528362805104,2.59183315659724,4.28320057209749,5.00428502763138,3.29249112748257,3.87047877464903,3.47987254698762,3.2910741155534,3.5070574374826,3.68916319827394,6.32939143304522,3.07075182459077,3.71517449783351,5.2477087462547,2.7106670442882,3.51877280912367,3.94066952180879,4.55215287886734,2.74519257409428,1.70165593022326,2.35897214760711,1.3603431563777,1.57220377008159,3.48598138667002,2.85789758525931,7.78865152063348,2.17208767439931,2.46046816473245,1.7389193020516,2.9323013211023,1.57794580830546,0.584110246175265,0.867932377317979,3.09804916484364,0,1.46860176173655,7.15593009253683,4.43456617911953,3.64652458868157,2.18009709902146,1.91640310398686,1.64316629422966,7.12400057875988,5.98964002613543,4.23495065433263,2.39661036918682,3.50852065465084,6.11604235203047,5.33835473357362,6.59485827857458,6.44936158602009,6.04758681839443,5.88107683435954,1.29396411258491,1.99858471190559,6.12811727192987,3.79003394605184,4.67582649073873
