"","Onychoprion aleuticus","Cinclus mexicanus","Falco sparverius","Synthliboramphus antiquus","Calypte anna","Sterna paradisaea.2","Haliaeetus leucocephalus.1","Hirundo rustica.1","Bucephala islandica.1","Megaceryle alcyon.1","Haematopus bachmani","Arenaria melanocephala","Poecile atricapillus","Phoebastria nigripes","Rissa tridactyla.1","Chroicocephalus philadelphia","Aegolius funereus.2","Bucephala albeola","Perisoreus canadensis.1","Aythya valisineria","Ptychoramphus aleuticus","Poecile rufescens","Petrochelidon pyrrhonota","Bucephala clangula.2","Gavia immer.1","Mergus merganser.2","Uria aalge.2","Corvus corax.2","Nannopterum auritum.1","Dryobates pubescens","Calidris alpina.1","Hydrobates furcatus","Larus glaucescens","Aquila chrysaetos.1","Ardea herodias","Aythya marila.2","Tringa melanoleuca.1","Anas crecca.2","Dryobates villosus","Histrionicus histrionicus.1","Catharus guttatus","Larus argentatus.3","Eremophila alpestris.1","Fratercula corniculata","Brachyramphus brevirostris","Calidris minutilla.1","Aythya affinis.1","Tringa flavipes","Limnodromus scolopaceus","Clangula hyemalis.2","Anas platyrhynchos.1","Fulmarus glacialis.1","Glaucidium gnoma","Aegolius acadicus","Leiothlypis celata","Pandion haliaetus.3","Stercorarius parasiticus","Urile pelagicus","Falco peregrinus.2","Cepphus columba","Pinicola enucleator.1","Spinus pinus","Progne subis","Mergus serrator.2","Phalaropus lobatus.2","Buteo jamaicensis","Gavia stellata.2","Cerorhinca monocerata","Columba livia","Lagopus muta.2","Buteo lagopus.2","Bonasa umbellus.1","Selasphorus rufus","Antigone canadensis","Charadrius semipalmatus.1","Asio flammeus.2","Bubo scandiacus.2","Melospiza melodia","Ardenna grisea","Cyanocitta stelleri","Melanitta perspicillata.2","Catharus ustulatus","Setophaga townsendi","Tachycineta bicolor.1","Cygnus buccinator","Fratercula cirrhata","Ixoreus naevius","Tachycineta thalassina","Calidris mauri","Numenius phaeopus.3","Zonotrichia leucophrys.1","Cardellina pusilla","Gavia adamsii","Canachites canadensis.1","Meleagris gallopavo","Strix nebulosa.1","Surnia ulula.2","Corvus brachyrhynchos.1","Turdus migratorius.1","Riparia riparia.2","Strix varia.1","Branta bernicla.1","Branta canadensis.1","Chordeiles minor.1","Junco hyemalis","Catharus minimus","Bubo virginianus.1","Brachyramphus marmoratus","Zenaida macroura","Colaptes auratus.1","Accipiter striatus","Melanitta deglandi.1","Lagopus lagopus.2","Patagioenas fasciata","Pica hudsonia","Setophaga petechia.1","Picoides dorsalis.1","Branta hutchinsii","Hydrobates leucorhous","Larus brachyrhynchus","Accipiter atricapillus","Circus hudsonius.1","Stelgidopteryx serripennis","Gavia pacifica","Troglodytes pacificus","Sphyrapicus ruber","Dendragapus fuliginosus","Cygnus columbianus","Megascops kennicottii","Gallinago delicata.1"
"Colaptes auratus.1",4.47773309028816,3.0591966483461,2.72820283052817,3.64950688233371,7.36093844797264,4.54838814842528,5.73161677843085,4.79307441099284,2.93908341393173,1.9244547553325,2.81708695474514,3.22634269356161,4.59062480856864,6.03585384845711,3.77315824061577,3.74085076289302,2.10595566264956,2.60650982007507,1.59776904134096,3.03753024098487,3.09834627985583,5.05849041696257,4.76968006715289,3.12967500614792,4.81380887637703,3.11785841244441,3.66388940438487,4.50365703961646,3.50803654876227,3.07864106971447,3.66217202342577,4.28359764689458,4.34186236611762,5.4601429093078,5.55224352663332,3.38770236383085,3.01700991916024,2.95813685990624,1.03313930562233,2.84495876657471,3.31692536621388,4.48007953329017,3.32571905373121,3.59686054684723,4.15481595947445,3.9811578206496,3.32523810380457,3.4324502408329,3.22556725870746,3.06803424976528,3.56599155308786,3.44867150848339,3.18181437436122,2.28566883586342,4.61224470776851,4.26958477047063,4.10829572173229,2.46837578097624,3.65075130467638,2.36310264475746,2.37176794499931,4.11168274685565,3.6830754797947,3.06376605853623,3.95515671500885,3.88514013435806,3.6561110765871,3.18052104396804,2.94285280220594,3.00637017739832,4.0564951323532,2.26724606284498,8.05264495497341,5.56842737054691,4.51079132978334,3.21402212460503,4.16145236945425,3.79873506610779,4.00048575684706,1.52729581089173,3.48762887286159,3.24154409409785,4.67100345628596,5.01337726077702,6.11869705594181,3.65165936311674,2.03212066645974,5.37680814629288,4.28086331089755,3.57749650438631,3.39018563678083,5.05230124163321,5.00433480536223,2.19570300016658,4.93844257651457,3.86604860705366,2.57337764519152,2.81436940890736,1.84316354307738,5.51968659753036,3.19343472851025,3.72680025730898,4.39155122154013,4.97439497100874,3.87234513242284,3.1146463305839,3.56983168115792,4.36153063970899,3.19945128345622,0,2.3431872051325,3.74158521836638,2.42262388689053,2.0391115527319,2.02296177301817,4.72647255217047,1.42220741991492,3.98742242306529,4.19668751065225,4.02232652069579,3.48620401126596,3.74039279935112,5.33646899514012,3.89386673535796,5.86636823726462,1.42078422141655,2.56209551003593,5.49240686892187,1.81196715339559,2.89316025802849
"Accipiter striatus",4.33610507454234,3.12905931582675,1.35080529703111,3.40209555138262,7.66352811231994,4.39564346326484,5.81929012750021,4.15222674047087,2.78301800086734,3.6640169851404,3.81352363629389,3.02436120031276,4.42561058623289,6.26606924948603,3.42864810837229,3.27667126138301,1.2667949582598,2.6485180823933,1.69068083380794,3.8461314454058,3.14866020809365,4.96373162078094,4.15684483188413,3.03276621684053,5.30318906815608,3.65219070362122,4.16567046051528,4.82945586642269,4.0108499176643,3.29374961364925,4.12732434260479,3.45458148122801,4.14944283033389,5.3234160658696,6.16336331975969,3.86984815239271,3.63787099301865,3.35988512584013,2.43584272702881,2.50126763974729,3.10638594266554,4.26826833713353,2.67707581139371,3.54982666747628,3.85043764460207,4.20123171389319,3.78497136523408,3.6897500312996,4.30666772418048,2.82813722359035,4.07130977419374,3.18070929616817,2.96243449200625,1.6897930963713,4.51639762527498,4.11601325228,3.24441943480974,3.10073419765055,3.06449910380934,2.79752327990478,2.21725540478286,3.99534951448334,3.12345900323971,3.72696656712285,4.15058160494928,3.47652259307554,4.05783005878526,3.55904923445387,2.21429325373472,1.91423420328581,3.42204563685095,1.34463233862696,8.4281143686593,5.82266606842998,3.84824329477487,2.25109329487021,3.81613477942513,3.6910212503272,3.92842123950222,2.45565819988933,3.81570840746493,2.71726090271737,4.48212063556114,4.34566657166404,6.34626236251979,3.97159575695577,1.96351442972732,4.65229219875501,4.32739038805291,4.40524003744599,3.1713305009824,4.93551408003627,5.54985879979334,1.11917782988007,4.67640082775413,3.53761403137958,1.76161960257042,3.09891259281015,1.55169317809477,4.87960725760925,2.91754344068862,3.44014586649924,4.2464329263697,3.9582147962632,3.58597014088538,2.66782780801738,3.33255225540439,4.37754378000936,2.64209743436698,2.3431872051325,0,3.96826918639181,1.38418854169723,1.62238188120507,2.34065216224949,4.63052011370927,2.54231048423614,3.65345701129139,3.51948691214012,3.47301906086442,2.90316782369913,2.84594914043468,4.67993020590436,4.33087267386304,5.96207257828084,2.29024941927025,1.75488839815221,5.68661563687476,1.18340865179485,4.18202311540753
"Melanitta deglandi.1",4.27301692044485,5.70813388770094,3.51244862017067,4.14791586689774,8.88944623758969,4.45693617588758,3.83092391899428,6.14939273022145,1.34123775559477,3.50633982527031,2.49465606304625,4.30699210577225,7.41987362877283,3.15483669379427,2.934049049879,3.70908144463119,3.86669952997697,2.34105430676626,4.55681256279996,1.32914504511412,4.12970550338609,7.87919933481562,6.16863962282351,1.46689451239163,2.66491148229482,1.8055644145168,2.37899300155622,2.95252853587515,2.28884443297276,5.76520639934027,4.97286677882493,5.06449138736984,2.60509966714172,3.92656630045445,4.19170899519684,1.02967472154656,3.41902055106676,2.15882401137318,4.16396327241206,2.07146566533168,6.03224878253737,2.70876426176306,5.3516627618517,2.7443726385796,4.87205691869232,6.24775939021926,1.27709511327831,4.4906329035721,3.92298239232979,1.73343987608438,0.927312137867211,1.79129607563031,5.61809465125075,4.31871427371442,7.26813418332347,2.42448788300163,3.36193871414488,2.62115004642346,1.87720388239609,2.99696598933341,4.59250831377116,6.3307525333765,4.67077844112589,2.06705662177182,5.66878011671718,2.97096104250103,2.32799186172064,2.39008826731074,3.85270412412293,3.39397163107455,2.98919167362817,2.94734424138548,9.57984843005141,4.10982012242937,5.61005043330125,2.63661057557413,2.64146976157328,6.54113278013169,2.31938169516367,4.57197699758605,0.818213023361726,5.59737457825332,7.25547652271039,6.31651784187365,3.74985281042269,2.25196304330121,4.51866079791264,6.61352016540546,5.98278297724966,3.08367954278414,6.12515373339802,7.79868927242364,2.84722633332238,3.27358771875275,4.24187365244904,3.38471495050013,3.16684742805846,2.27072942199135,4.4690137302794,6.88937044196483,3.13542807139762,1.27214029569646,1.72184183177163,5.68253935324201,6.56649318812706,5.55224863644188,2.75238525693589,4.82659430849837,5.38642921911279,3.74158521836638,3.96826918639181,0,2.89835532206203,3.58514325172494,3.7427886098822,7.3683278773271,4.23609485810435,1.84617534955115,5.14996092253316,3.0431775929623,2.97073865520142,2.98086365838912,6.77473798573536,2.2905368143822,8.59577944936345,4.1164366370418,2.5940607997176,3.02533156523784,3.75606519254449,4.05837230460384
"Lagopus lagopus.2",3.67009459242204,3.54223719409571,1.13255528991345,2.8144704185216,7.53284724283541,3.77223052350327,5.25555105735601,4.14896301835008,1.61956878726355,3.14367180673519,3.1944937246911,2.64672876917418,5.06872496835773,5.40290694535748,2.56581933946836,2.64777571676221,1.33101521375571,1.65565090007997,2.49148328814981,2.89437192397055,2.70138288502763,5.56656707808708,4.1616128093858,1.82797062113876,4.46267606775363,2.80475030827891,3.14513017646222,4.30947312235235,3.36493386876573,3.6402512660968,3.84546441296351,3.230507052593,3.42233014663782,4.90011069000659,5.74226758433825,2.79494261449961,3.2349527629021,2.35243873552634,2.58417096811735,1.33834658018213,3.6909246100536,3.53225124539475,2.99211960680817,2.59071247595685,3.30390623540472,4.36696025343181,2.71359346647322,3.48694066849751,3.84877009493333,1.70843774173971,3.09664567963571,2.31768969275943,3.33842729690327,1.88973011607438,5.05850305504601,3.41960408645946,2.54601472086405,2.57693934849626,2.1341043173034,2.05818866174115,2.43820501838775,4.24657704693565,2.81012351582321,2.8481588843386,4.06553367805721,3.15660469730124,3.23303821668582,2.55564983690868,1.76399457865804,1.09172097502564,3.01333788601467,0.746825308596318,8.26226316724975,5.38523445783553,3.73193510025091,1.5458786563733,3.21313887077617,4.28156230862152,3.01939603201659,3.02254701026885,2.71964249003553,3.24747766225877,4.99655534211175,4.32385512713917,5.67803208898177,2.97933855686297,2.26872652157835,4.64140500734528,4.30256687942071,3.80718378448588,3.75860643192294,5.53421718054665,4.70827392268257,0.542896253077849,4.53588741937108,3.26392958307475,1.26629393557856,2.63978660731763,2.0795141918137,4.91031143857339,2.72086325653112,2.43127843814621,3.40394155179516,3.76269448313206,4.2040553577171,3.20910691318724,2.94029248576172,3.7335692681927,2.89432696584017,2.42262388689053,1.38418854169723,2.89835532206203,0,1.34220622416513,2.61154004411995,5.16922444753686,2.59938573271091,2.85782881622247,3.34621966986293,2.75822789685928,2.59811834017384,2.55461483518888,4.72901554159185,3.49236005008419,6.46843107910669,2.37682200505032,0.810081593542301,4.97092851177148,1.5244700331301,3.75060596512455
"Patagioenas fasciata",3.31226517116584,3.31601597444582,1.60043743801484,3.09154573173147,7.15893537304893,3.37556906365873,5.5521201464237,3.87426421661237,2.45981398690286,2.91991524270898,3.14659931467626,2.44217482687525,4.82214097375679,5.84751305480975,2.62552061355485,2.43536042967307,1.52896620645666,2.311438142443,2.33808354540591,3.40482555500802,3.05265915599152,5.2814660275966,4.00185153728014,2.59523696914619,4.87036675888309,2.98148101669706,3.52304789063422,4.58628769009675,3.5476593156458,3.34905853117226,3.51011650424802,3.05173086728552,3.7152396328029,5.17067533594308,5.91604484066233,3.47865862835749,2.99462895993615,2.78275561037918,2.35187689150478,2.09741043661348,3.34855372846403,3.7912141806618,2.80986635210875,3.33857198651211,3.327506731897,3.97657245839022,3.37230807044554,3.10736748915409,3.64079933813511,2.33155566627944,3.61215925462719,2.73512642575073,3.42184236983791,2.12083875241684,4.88227888494735,3.73664498234399,2.6121300632029,2.48988925709459,2.72907169874232,2.32246760967356,2.60867826158752,4.13410379389222,2.68191093483535,2.99307024178109,3.56634411669072,3.51424230563536,3.58323774082299,3.1015655024421,1.18714073792441,1.53987346725544,3.27015668874798,1.31796082364331,7.88455619684132,5.52830836559598,3.62311531065448,2.00192520801723,3.61200619394131,4.22439055653764,3.27648693379221,2.90370770938371,3.41376892541877,3.05477504204402,4.72752558983526,4.11255777915446,6.05998014547371,3.73463669193265,1.94031181857581,4.48568766659784,4.00914885414733,3.65471209977307,3.61963476234092,5.28690247935472,5.08120137081012,1.08329934878048,4.72758318981213,3.403263537653,1.48645381961447,2.87231969404404,1.85913389941478,4.71939825176617,2.94518744390689,3.06304369586248,3.90758274695287,3.40748469523309,4.06655208773955,2.96534257843899,3.3760908017487,3.80646002133182,2.07484029034477,2.0391115527319,1.62238188120507,3.58514325172494,1.34220622416513,0,2.47907778462228,4.94918284521458,2.34057827794558,3.35802294170159,3.11770252126108,2.83661116133598,2.90810178085126,2.84193353400898,4.50741950030153,3.85059925541861,6.19857077765001,2.13170848039995,1.44095523862378,5.35155706696198,1.86182468225303,3.4735540222648
"Pica hudsonia",4.7937436392886,4.55356886326484,2.90108522124542,4.9078743972388,8.86685833607813,4.78394416814683,4.48764211932829,5.84863043595082,3.09573587170318,3.08562980668081,3.04544794128182,4.40292961287259,5.84553078073753,5.41389025951071,3.84071846238031,4.19251698813668,2.75458677720032,3.43591409571994,2.11953705053864,3.61259454956017,4.5641188844192,6.42208182309598,5.97022997486956,3.41496072974451,4.76391811862639,3.07392429184002,4.39767318211042,3.38254997319415,2.87963124020762,4.61074850708957,5.07931978171678,5.01107231048322,3.61687661446529,4.10041305738486,4.74255889789523,3.8877742996507,3.73394178070572,3.77448427322077,2.8036422666782,3.23379662941511,4.62901123716661,3.77898214098275,4.46862205747581,3.97531331206093,5.44448226486555,5.60412790149565,3.90853079037882,4.49117304882825,4.38365246442508,2.96049981377833,3.5552822517268,3.00614656745592,4.38477258716524,3.2770638141142,5.99203278269449,3.28298606364498,3.82274413056974,2.2479138434705,3.12828225076634,3.60518114065006,3.42534419109852,5.51746837601154,4.69187306828036,3.51266002579448,5.42006797984861,2.59650858925019,4.15492132735238,3.96931175360998,3.54708094464858,3.52681743622849,2.85301495409846,2.09792918738747,9.55698851519877,4.74968707626493,5.62567828304617,2.77849571709408,3.00899356411293,4.99842002327829,4.12022110069723,2.04550050863501,3.67458569819112,4.44957139841791,6.04470799664806,6.147867617605,5.15947773145372,4.01092927456661,3.3066182169239,6.49756252376341,5.77164790414008,3.90415851462066,4.61765514603274,6.40061343676091,4.94224384244094,2.56683737317525,3.44914333437918,2.50498498311062,2.11054247416543,1.94936452159608,2.95227161815316,6.69558899806072,1.85334229465421,3.51310373225045,3.77515885780061,5.6164771333311,5.09473053976927,4.35256496922614,2.35921923428187,5.7339375349095,4.10087625137857,2.02296177301817,2.34065216224949,3.7427886098822,2.61154004411995,2.47907778462228,0,6.1419084493457,3.13958585550311,3.39232967147713,5.09321889671666,3.81236344581812,2.14055111826782,2.68295969943535,6.51992698825259,4.25643589448748,7.37502422068711,3.02755879353281,2.32073475264891,4.62385618704346,2.46531902224211,4.28988036917514
"Setophaga petechia.1",6.6111367765071,2.0257396164973,4.79669426792339,4.17901206890748,4.9399494326948,6.69629739774994,10.1356863155053,3.44692871198072,6.22265468673581,5.61868512596247,6.95606437580866,4.06790660121152,0.947253865740615,10.0272452092468,6.68943023306239,5.8841730747535,4.22641375282465,5.1447669577373,4.23404865175398,6.71760314435062,3.69330923778951,0.810041891309727,3.00809600301622,6.19936161003967,8.65772012986555,7.15541112176015,6.52453743987434,8.95495222068087,7.86953946812803,1.85113733771419,4.24019918007372,4.53539721113554,8.20121703618737,9.75627895430581,9.97576562874167,6.69405906479289,5.98764969973123,5.74651025166032,3.85655350488611,5.6290955794384,1.7761925703415,8.29184362418742,2.52979447594855,6.28662342856648,4.0613872893569,2.20126809760019,6.48338882250151,4.94528514644005,5.73501393026512,6.36706640235882,7.42185169193969,7.13102120422377,2.39208739289702,3.5298789488853,0.409953538821812,8.38983821718604,6.80039777932688,6.75669114221657,7.0990586574873,4.93907383630767,3.32401513995544,1.63454357316464,3.92385323039734,6.70984698996683,3.45583256723825,7.94701875829787,6.98304214506285,5.93944550275294,4.92147382533722,4.82448656786203,7.90950580923225,5.35241502744153,5.58695693924802,9.73342714713847,3.53567801610023,6.37637968902145,8.22258400387726,1.59437672771574,7.12609455914694,4.76122838461566,6.97400268959662,2.05186101289442,0.58172826619437,3.34356426636203,10.4848802904391,6.76505014394927,3.26543753953881,3.48059903378926,3.03993665789265,7.15377602600942,1.66489944762157,0.572670270847197,8.87693677761975,4.77471972881227,9.04269196498387,7.98235062449304,5.80832357446561,7.1524619620931,3.37561366137848,3.27280252161438,7.31139959031944,7.22049532210723,8.29829183846798,4.8983904411589,1.28178492187761,2.11082503443488,7.70528778807198,4.40561631191114,3.6146057094621,4.72647255217047,4.63052011370927,7.3683278773271,5.16922444753686,4.94918284521458,6.1419084493457,0,3.59578300195517,7.78332154342162,4.22683983266701,7.06022451394151,7.40933616287992,7.28706486596115,3.16793681313713,7.37336479880215,1.47419503591872,3.62612586924826,5.8378942345056,9.77778670104542,4.44358725211361,5.28209652229708
"Picoides dorsalis.1",4.46305459570044,2.20385660698294,2.57826821969535,2.94070095740287,6.23254726956955,4.55770051213247,6.83187871086598,3.74758382292266,3.26160001418747,2.23531197652626,3.7597530297149,2.65008796586813,3.52169765184392,6.84582913784527,4.12280179500483,3.81603634806013,1.83007648906578,2.41341706221043,1.90623652935762,3.54543858573854,2.24704601793003,3.98952870441385,3.63182300564694,3.32553421677318,5.64773717697777,3.98283993810078,3.84770903638706,5.59534486615778,4.59040307314501,1.85386002140464,3.08468389792877,3.71031825298561,5.20337512762472,6.58971476725593,6.76704628441537,3.64956386237183,3.47828014566146,2.89500850160375,0.550133150663747,2.88329682509653,2.45578690459519,5.32188736137482,2.33127552840883,3.7446531843619,3.31870190184147,2.94349935778565,3.51599145390229,3.35115487154574,3.37071912802846,3.39380915465002,4.16287452097047,4.10800155060903,2.13028062952679,1.62421553568963,3.45896788583782,5.18089888810753,4.45703903239563,3.59840277001706,4.18089216627615,2.369528911759,1.41628489800834,2.82297419518002,2.80881079536884,3.69450297040689,3.12885501970063,4.91870284564357,4.23954406744751,3.23471817317025,2.90595228452488,2.80082009683231,4.97669657978496,2.66767135336918,6.89672523153634,6.73341398574667,3.60475315379488,3.67771531806632,5.11923867323781,2.76907096573609,4.43605427462339,2.2578663722428,3.89580942212828,2.27069202192546,3.53254339184932,3.93223562558923,7.19398389395058,3.93105910859629,1.47160142182369,4.27542223356743,3.32955832841179,4.28366771528674,2.39070871444921,3.95373532085271,5.84216655020729,2.32036367670673,6.13055388631028,4.94912420857616,3.00157580579448,3.87092388607278,1.4263290096183,4.3652512136719,4.27483595683238,4.28636046226576,5.20517764210602,4.37217876456084,2.8114937174498,2.19516928963848,4.61657620590468,3.52243783787352,2.75242875817231,1.42220741991492,2.54231048423614,4.23609485810435,2.59938573271091,2.34057827794558,3.13958585550311,3.59578300195517,0,4.79403136389663,3.52263432197917,4.52475993453073,4.45292972045482,4.54156277641192,4.21802104847987,4.56126322896821,4.7968282522518,0.373075092882274,3.07212589043332,6.51838906271199,2.01510991935783,2.90926273306735
"Branta hutchinsii",4.47523754713848,6.0133840024432,3.56204531772019,4.7927721351433,9.71358726281051,4.61275754393704,2.93851125452689,6.53325890853797,2.06792511366109,4.30453177851581,2.68330050746729,4.69807062044142,7.75530116910949,3.21849656466847,2.82246007987628,3.63951924233176,3.98258918285061,3.24638091483651,4.52368350798059,2.55070464828549,4.86249100201371,8.21855301183064,6.60929344699534,2.38629422920187,2.73102325620688,1.85999009889978,3.37459130228408,2.41196529662468,1.86262832167825,6.22512836082693,5.57169105800284,5.26168430035001,1.78359518775535,2.67654409003033,3.61142529803404,2.65080783895136,3.64080869682345,3.28984079074387,4.63923189434422,2.70272136795321,6.23430863997464,1.88086183390944,5.63869409946516,3.45151457243224,5.41691231809,6.71907971805893,2.80248170214945,4.74132850389412,4.61110104494213,2.25190295178603,2.15866882855231,1.46774075925857,6.04325041044246,4.59379568514223,7.71110804662283,1.41836410126235,2.87610698728072,2.16040977277406,1.5533544355646,3.52706613983583,5.07675147851463,6.91257418554312,5.1180274768295,2.54698623985375,6.12570329642711,1.66592308841219,2.59499111443213,3.39719023772786,3.65461205841337,3.44789203340034,1.5608749664314,2.79894047036091,10.4703984044352,3.16479919547837,5.99420475573653,2.12694853655655,1.40187076436683,6.95276905777532,2.48009343078523,4.59820682691355,2.29796619634885,5.84757186122536,7.64293106624098,6.71357117428661,3.05077129023248,3.27939362924597,4.73255006461121,7.02238431618979,6.5041259861504,3.35375000905943,6.44671395618222,8.18218823224253,2.95615521521161,3.18985218283084,2.84397302103816,2.08401678347758,2.91131802648306,1.84036075756518,4.59898610015611,7.33162853767013,2.12524505093015,1.21088371567522,0.790723824483888,5.69042635968407,6.89724028060252,5.77642519944489,1.71851358268652,5.61667681596094,5.28532876359872,3.98742242306529,3.65345701129139,1.84617534955115,2.85782881622247,3.35802294170159,3.39232967147713,7.78332154342162,4.79403136389663,0,5.42072374558574,2.51126708058118,1.82608754502365,1.77645846587488,7.15891273350838,2.49642370043167,9.03849580880708,4.62044693337968,2.25008818391383,2.32302119809356,3.73367624069822,4.80855330529907
"Hydrobates leucorhous",2.79579445578741,3.2862929204153,2.69738848247392,2.07434598490485,4.80135178207516,2.93085398396226,7.81761636777678,1.92577472797907,4.02675547997606,4.46882079718588,4.86182254468083,1.33831607128355,4.50818781705544,7.18568042982057,3.30800035931861,2.29070598277439,3.23354898363814,3.17633900115442,4.40710823969984,4.97514061769968,2.8590343593361,4.75128965139656,2.15106605618595,3.82658435832441,6.33258464543482,4.8099955718535,3.9771865422522,6.8017189045155,5.71424676711638,3.27411697195576,2.15688586454267,0.511910632066013,5.35310964573388,7.55216838839594,7.98592548075734,4.7013816374982,3.57867616993433,3.37559837384274,3.80063358118463,3.24372089454517,3.17965494093938,5.34991113372834,2.04542793465809,3.96281951682457,1.85367007023272,2.73366818540066,4.39690315535498,2.46028931449669,3.71691793670824,3.90823190864142,5.10480139326956,4.39827997658335,3.82563906090958,3.17340775784805,4.25156830714304,5.90551552147641,3.37245400060873,4.97919386517594,4.35596346939744,3.30086625032148,3.41889607038205,3.09253048998513,1.34423781756741,4.30527321469697,1.85203582135354,5.96123000032099,4.72860998549937,3.65687466342581,2.27663085131607,2.4696320072027,5.48889400560506,3.59248109556157,5.64037798544785,7.42435147938651,1.09093729948112,3.70822310521925,5.91049819563094,4.28122557436731,3.96424066383368,5.12957352720998,4.74175790709839,2.74300103954885,3.79304657641252,1.97332091882695,8.22222136125373,4.6582164455901,2.5896591603677,2.24041829536209,2.07383798217869,4.6219311818631,3.67558786394094,4.61594273612437,6.49727637158472,3.22610425393388,7.37899798610672,5.98772234441557,3.79470160284204,5.21030289282158,3.04009779684201,2.56200821863983,5.57511634357076,4.56958351416356,5.77437272585644,1.63147868460828,3.93994619900653,2.77868600066933,5.89456476141071,2.18945890427613,2.32059370196466,4.19668751065225,3.51948691214012,5.14996092253316,3.34621966986293,3.11770252126108,5.09321889671666,4.22683983266701,3.52263432197917,5.42072374558574,0,3.73494459993046,5.35358457359417,4.79122208165206,2.44908465157102,5.11140155111045,5.33279661107635,3.24473894713252,3.80526329051703,7.44089635085391,3.69322231399961,3.64389506868048
"Larus brachyrhynchus",2.4164132826139,5.34172679849031,2.9225982305509,3.79140636553397,8.13628886812962,2.53721317452174,4.46690651105829,5.23144081671838,2.51070960995639,4.0957179587326,2.73714373253605,3.35981386457039,7.13294658371338,3.97557285557225,0.785960561099203,1.59496317833481,3.71306492284928,3.04367071570874,4.64199406786518,3.3860977960786,4.31902689525083,7.52046927053927,5.45302483306496,2.47839456442277,3.52668788384752,2.24336779154686,2.80408320670126,3.74393863478261,2.87900574491693,5.57507932670954,4.14560829040322,3.51207994723398,1.81547643581553,4.26787469331062,4.86800255332891,3.29239678878603,2.62163669384849,2.85104074194315,4.45435577650896,2.47224909346523,5.46461244235817,1.74573991094438,4.67287502306938,2.81348009981312,4.21281579365448,5.6096754571448,3.15523789888411,3.28540863398722,3.60318975898521,2.34419776662617,2.87111665900213,1.55814785709635,5.69138924680603,4.24088496166121,7.01936845352202,2.76515556889892,0.923573594014795,2.85147007504004,1.78864718875676,3.15124003466051,4.75169383522868,6.00836301584496,3.91138012537242,2.3303650286583,4.7235330466799,3.16774482450771,2.7162748077791,2.85463526050337,2.51908671720996,2.75522647065763,2.49973700962927,2.78161099754237,8.91722132747936,4.13933793864194,4.57544483535857,1.63949562408994,2.83816937437109,6.49327439617361,1.48211709306818,5.00421856307265,2.87353539125187,5.11139064519281,6.76250512326666,5.4120073484361,4.85557441074565,3.20959735486783,3.98419635691449,5.68744165622588,5.15343312830907,2.68275196195613,5.86574141447903,7.45078161064864,3.66723241169656,3.02580857643482,4.55229567936925,3.18552144518028,2.69549722775949,2.76906532393687,4.09707816690126,6.05116184657539,3.16067336291005,1.9212461631073,2.66812503910844,4.09872463843053,6.33686931168234,5.0414320393833,3.2542233073841,4.39633397818143,4.14806081091892,4.02232652069579,3.47301906086442,3.0431775929623,2.75822789685928,2.83661116133598,3.81236344581812,7.06022451394151,4.52475993453073,2.51126708058118,3.73494459993046,0,2.77427107761056,2.05981577904174,5.88051077129414,2.84733766401783,8.26494370834634,4.2447317382511,2.41688240402196,4.11163883232299,3.65621676880964,3.90639166441766
"Accipiter atricapillus",4.5210131149451,5.69167856718704,3.09915061681286,5.10856699226431,9.73266317502545,4.54271434017655,2.99114468726463,6.4195553743685,2.62275825259039,4.06476892622953,2.94185139157046,4.76682403246354,7.20906845330292,4.07555418889784,3.07196850535836,3.80640329410965,3.44383159624504,3.57304730918368,3.6900956895572,3.40709050730379,5.06202766540448,7.75004031704808,6.55924472892063,2.99921083568336,3.74761697643194,2.46222874754944,4.09346804365118,2.28787570099478,2.02538163812418,5.85533829009668,5.67708124888585,5.15431840512661,2.09836313869843,2.472415366462,3.88393437230122,3.55873879870785,3.88111246174983,3.75783978543202,4.2120771494712,3.01142065560967,5.81152845165793,2.25221142970551,5.298937496736,3.63546521269683,5.66857624046052,6.58106748053582,3.6451838561191,4.85878506874413,4.84719699569135,2.48994000910295,2.93912092258965,1.84076473743591,5.54864161371717,4.13483754125834,7.29002304580246,1.58829281256042,2.897961313392,2.06098206599294,1.84627331405842,3.81851455154796,4.54637061518427,6.59800642071836,5.08447152564931,3.17290295635998,6.12964923071241,0.80366797304991,3.5395342183206,3.84328917696348,3.55586935765371,3.44225971657656,0.83805710968887,2.29333875089105,10.4669613668806,3.58100541064336,6.01416106184128,1.84824982507572,1.09826748545295,6.38660742379081,3.25427380848233,3.80804182219136,3.16428039143225,5.47552546151801,7.25332623301411,6.66071894256861,3.73501510774537,3.64968128602619,4.31844422376685,6.97476524520886,6.49347825266821,3.76463440044899,5.90814403115111,7.73458428329892,3.936741434228,2.86132054451623,2.29414135936682,0.926588009584448,2.05739263706797,1.35491170014648,4.07080695669501,7.27258839531714,0.72999179414351,2.31362987383919,2.20527137907126,5.64872914479293,6.37268022192266,5.40718405627295,0.912810852209752,5.98225953468135,4.83133141083857,3.48620401126596,2.90316782369913,2.97073865520142,2.59811834017384,2.90810178085126,2.14055111826782,7.40933616287992,4.45292972045482,1.82608754502365,5.35358457359417,2.77427107761056,0,1.09438910486823,7.09189577801686,3.5346244087515,8.69371818162149,4.25787981474986,1.9405999315145,3.1991311859609,3.18593953364639,4.97012835418247
