"","Cygnus columbianus","Cygnus buccinator","Branta bernicla.1","Branta hutchinsii","Branta canadensis.1","Anas crecca.2","Anas platyrhynchos.1","Aythya valisineria","Aythya marila.2","Aythya affinis.1","Bucephala clangula.2","Bucephala islandica.1","Bucephala albeola","Mergus serrator.2","Mergus merganser.2","Melanitta deglandi.1","Melanitta perspicillata.2","Clangula hyemalis.2","Histrionicus histrionicus.1","Canachites canadensis.1","Dendragapus fuliginosus","Lagopus muta.2","Lagopus lagopus.2","Bonasa umbellus.1","Meleagris gallopavo","Gavia stellata.2","Gavia adamsii","Gavia immer.1","Gavia pacifica","Nannopterum auritum.1","Urile pelagicus","Ardenna grisea","Fulmarus glacialis.1","Phoebastria nigripes","Hydrobates furcatus","Hydrobates leucorhous","Ardea herodias","Numenius phaeopus.3","Phalaropus lobatus.2","Tringa melanoleuca.1","Tringa flavipes","Gallinago delicata.1","Limnodromus scolopaceus","Arenaria melanocephala","Calidris minutilla.1","Calidris mauri","Calidris alpina.1","Sterna paradisaea.2","Onychoprion aleuticus","Chroicocephalus philadelphia","Larus brachyrhynchus","Larus glaucescens","Larus argentatus.3","Rissa tridactyla.1","Uria aalge.2","Synthliboramphus antiquus","Cepphus columba","Brachyramphus marmoratus","Brachyramphus brevirostris","Fratercula cirrhata","Fratercula corniculata","Cerorhinca monocerata","Ptychoramphus aleuticus","Stercorarius parasiticus","Charadrius semipalmatus.1","Haematopus bachmani","Antigone canadensis","Selasphorus rufus","Calypte anna","Strix varia.1","Strix nebulosa.1","Bubo virginianus.1","Bubo scandiacus.2","Megascops kennicottii","Asio flammeus.2","Aegolius funereus.2","Aegolius acadicus","Surnia ulula.2","Glaucidium gnoma","Sphyrapicus ruber","Dryobates pubescens","Dryobates villosus","Picoides dorsalis.1","Colaptes auratus.1","Megaceryle alcyon.1","Chordeiles minor.1","Pandion haliaetus.3","Haliaeetus leucocephalus.1","Buteo lagopus.2","Buteo jamaicensis","Accipiter atricapillus","Circus hudsonius.1","Accipiter striatus","Aquila chrysaetos.1","Falco peregrinus.2","Falco sparverius","Cyanocitta stelleri","Pica hudsonia","Corvus brachyrhynchos.1","Corvus corax.2","Perisoreus canadensis.1","Riparia riparia.2","Tachycineta bicolor.1","Tachycineta thalassina","Stelgidopteryx serripennis","Progne subis","Hirundo rustica.1","Petrochelidon pyrrhonota","Eremophila alpestris.1","Poecile atricapillus","Poecile rufescens","Troglodytes pacificus","Cinclus mexicanus","Turdus migratorius.1","Ixoreus naevius","Catharus ustulatus","Catharus minimus","Catharus guttatus","Pinicola enucleator.1","Spinus pinus","Melospiza melodia","Junco hyemalis","Zonotrichia leucophrys.1","Setophaga petechia.1","Setophaga townsendi","Cardellina pusilla","Leiothlypis celata","Patagioenas fasciata","Columba livia","Zenaida macroura"
"Bucephala clangula.2",41.3784716746783,41.3784716746519,41.3784716746721,41.378471674721,41.3784716747241,18.704904182914,18.4681782477348,16.9279538374363,14.7174659637028,12.3392267030294,0,7.70267521016341,13.7051773071193,15.0852730464309,16.2186282201685,16.9494578615264,17.4374965148323,19.7462784840764,19.8008993306593,160.462025815195,160.462025815184,160.462025815237,160.462025815234,160.462025815289,160.462025815218,207.691669121142,207.691669120856,207.691669120709,207.69166912098,207.691669121146,207.691669121156,207.69166912115,207.69166912062,207.691669120895,207.691669121207,207.691669120927,207.691669121004,207.691669120255,207.691669120472,207.69166912036,207.691669120426,207.691669120325,207.691669120525,207.691669120332,207.691669120542,207.691669120528,207.691669120547,207.691669121008,207.691669120891,207.69166912098,207.691669120938,207.691669120927,207.691669120988,207.69166912095,207.691669120917,207.691669120901,207.691669120976,207.691669120939,207.691669120935,207.691669120904,207.691669120945,207.691669120957,207.69166912086,207.69166912088,207.691669121003,207.691669121089,207.691669120462,207.691669121014,207.691669121029,207.691669121532,207.69166912118,207.691669121113,207.691669121181,207.691669121326,207.691669121139,207.691669120988,207.691669121019,207.691669121037,207.691669121102,207.691669121084,207.691669121076,207.691669121175,207.691669121154,207.691669120845,207.691669121208,207.691669119902,207.691669120534,207.691669120836,207.691669120819,207.691669120716,207.691669120892,207.69166912052,207.691669121071,207.691669121061,207.691669120455,207.691669120498,207.691669120592,207.691669120692,207.69166912059,207.691669120427,207.691669120354,207.691669120403,207.691669120731,207.691669120818,207.691669120773,207.691669120833,207.691669121028,207.691669120653,207.691669120924,207.691669120251,207.691669120486,207.691669120528,207.691669120363,207.691669120519,207.691669120578,207.691669120648,207.691669120494,207.691669120684,207.691669121105,207.691669121094,207.691669120919,207.691669121082,207.691669120839,207.691669120806,207.691669120741,207.691669120602,207.69166912057,207.691669120802,207.691669120517,207.691669120658
"Bucephala islandica.1",41.3784716746507,41.3784716746243,41.3784716746445,41.3784716746934,41.3784716746965,18.7049041828864,18.5445692959127,17.0043448856143,15.6597304313704,14.7466366208053,7.70267521016341,0,10.1855209638424,14.7929513481393,16.0807972342344,16.8116268755924,17.3476978386799,19.656479807924,19.7767464710189,160.462025815167,160.462025815156,160.462025815209,160.462025815206,160.462025815262,160.462025815191,207.691669121115,207.691669120828,207.691669120682,207.691669120952,207.691669121118,207.691669121128,207.691669121123,207.691669120592,207.691669120867,207.691669121179,207.691669120899,207.691669120976,207.691669120227,207.691669120444,207.691669120332,207.691669120399,207.691669120298,207.691669120498,207.691669120304,207.691669120514,207.691669120501,207.69166912052,207.691669120981,207.691669120864,207.691669120952,207.69166912091,207.691669120899,207.691669120961,207.691669120923,207.69166912089,207.691669120873,207.691669120949,207.691669120911,207.691669120907,207.691669120876,207.691669120917,207.69166912093,207.691669120833,207.691669120852,207.691669120976,207.691669121061,207.691669120434,207.691669120986,207.691669121001,207.691669121504,207.691669121153,207.691669121086,207.691669121153,207.691669121299,207.691669121111,207.691669120961,207.691669120991,207.69166912101,207.691669121074,207.691669121056,207.691669121049,207.691669121147,207.691669121127,207.691669120817,207.69166912118,207.691669119875,207.691669120507,207.691669120809,207.691669120791,207.691669120689,207.691669120864,207.691669120492,207.691669121043,207.691669121034,207.691669120428,207.691669120471,207.691669120564,207.691669120665,207.691669120562,207.691669120399,207.691669120327,207.691669120375,207.691669120704,207.69166912079,207.691669120746,207.691669120806,207.691669121,207.691669120625,207.691669120896,207.691669120223,207.691669120458,207.691669120501,207.691669120336,207.691669120491,207.691669120551,207.69166912062,207.691669120467,207.691669120656,207.691669121077,207.691669121066,207.691669120892,207.691669121055,207.691669120811,207.691669120778,207.691669120713,207.691669120575,207.691669120543,207.691669120774,207.691669120489,207.69166912063
"Bucephala albeola",41.3784716746346,41.3784716746082,41.3784716746285,41.3784716746774,41.3784716746805,19.0808269226048,18.9204920356311,17.6380460157607,16.2934315615167,15.8858670567285,13.7051773071193,10.1855209638424,0,10.6744889183634,15.480937458651,16.551593442025,17.0876644051124,19.4920412498893,19.6123079129842,160.462025815151,160.46202581514,160.462025815193,160.46202581519,160.462025815246,160.462025815174,207.691669121099,207.691669120812,207.691669120665,207.691669120936,207.691669121102,207.691669121112,207.691669121107,207.691669120576,207.691669120851,207.691669121163,207.691669120883,207.69166912096,207.691669120211,207.691669120428,207.691669120316,207.691669120383,207.691669120282,207.691669120481,207.691669120288,207.691669120498,207.691669120485,207.691669120503,207.691669120965,207.691669120848,207.691669120936,207.691669120894,207.691669120883,207.691669120945,207.691669120907,207.691669120874,207.691669120857,207.691669120933,207.691669120895,207.691669120891,207.69166912086,207.691669120901,207.691669120914,207.691669120817,207.691669120836,207.69166912096,207.691669121045,207.691669120418,207.69166912097,207.691669120985,207.691669121488,207.691669121137,207.69166912107,207.691669121138,207.691669121282,207.691669121095,207.691669120945,207.691669120975,207.691669120993,207.691669121058,207.69166912104,207.691669121032,207.691669121131,207.691669121111,207.691669120801,207.691669121164,207.691669119859,207.69166912049,207.691669120793,207.691669120775,207.691669120673,207.691669120848,207.691669120476,207.691669121027,207.691669121018,207.691669120412,207.691669120455,207.691669120548,207.691669120649,207.691669120546,207.691669120383,207.691669120311,207.691669120359,207.691669120688,207.691669120774,207.69166912073,207.691669120789,207.691669120984,207.691669120609,207.69166912088,207.691669120207,207.691669120442,207.691669120485,207.69166912032,207.691669120475,207.691669120535,207.691669120604,207.69166912045,207.69166912064,207.691669121061,207.69166912105,207.691669120876,207.691669121039,207.691669120795,207.691669120762,207.691669120697,207.691669120559,207.691669120526,207.691669120758,207.691669120473,207.691669120614
"Mergus serrator.2",41.3784716746281,41.3784716746017,41.3784716746219,41.3784716746709,41.378471674674,19.12420815119,19.0687088364403,17.7862628165699,16.6811502056844,16.2735857008961,15.0852730464309,14.7929513481393,10.6744889183634,0,11.0980439520095,16.5515934420184,17.0876644051059,19.4920412498828,19.6123079129777,160.462025815145,160.462025815134,160.462025815186,160.462025815184,160.462025815239,160.462025815168,207.691669121092,207.691669120806,207.691669120659,207.691669120929,207.691669121096,207.691669121106,207.6916691211,207.691669120569,207.691669120845,207.691669121156,207.691669120877,207.691669120953,207.691669120205,207.691669120422,207.69166912031,207.691669120376,207.691669120275,207.691669120475,207.691669120282,207.691669120492,207.691669120478,207.691669120497,207.691669120958,207.691669120841,207.69166912093,207.691669120887,207.691669120876,207.691669120938,207.6916691209,207.691669120867,207.69166912085,207.691669120926,207.691669120888,207.691669120885,207.691669120854,207.691669120895,207.691669120907,207.69166912081,207.69166912083,207.691669120953,207.691669121039,207.691669120411,207.691669120964,207.691669120978,207.691669121481,207.69166912113,207.691669121063,207.691669121131,207.691669121276,207.691669121088,207.691669120938,207.691669120969,207.691669120987,207.691669121052,207.691669121033,207.691669121026,207.691669121125,207.691669121104,207.691669120795,207.691669121157,207.691669119852,207.691669120484,207.691669120786,207.691669120769,207.691669120666,207.691669120842,207.691669120469,207.69166912102,207.691669121011,207.691669120405,207.691669120448,207.691669120541,207.691669120642,207.691669120539,207.691669120377,207.691669120304,207.691669120352,207.691669120681,207.691669120768,207.691669120723,207.691669120783,207.691669120978,207.691669120603,207.691669120874,207.691669120201,207.691669120436,207.691669120478,207.691669120313,207.691669120469,207.691669120528,207.691669120597,207.691669120444,207.691669120634,207.691669121055,207.691669121044,207.691669120869,207.691669121032,207.691669120789,207.691669120755,207.69166912069,207.691669120552,207.69166912052,207.691669120752,207.691669120466,207.691669120608
"Mergus merganser.2",41.3784716746463,41.3784716746199,41.3784716746401,41.3784716746891,41.3784716746922,19.6854693950356,19.6854693950746,18.7951874151298,17.6900748042442,17.4069408746336,16.2186282201685,16.0807972342344,15.480937458651,11.0980439520095,0,9.60073480045353,12.0513960690048,19.4920412499009,19.6123079129959,160.462025815163,160.462025815152,160.462025815205,160.462025815202,160.462025815257,160.462025815186,207.69166912111,207.691669120824,207.691669120677,207.691669120948,207.691669121114,207.691669121124,207.691669121118,207.691669120588,207.691669120863,207.691669121175,207.691669120895,207.691669120972,207.691669120223,207.69166912044,207.691669120328,207.691669120394,207.691669120293,207.691669120493,207.6916691203,207.69166912051,207.691669120496,207.691669120515,207.691669120976,207.691669120859,207.691669120948,207.691669120906,207.691669120895,207.691669120956,207.691669120918,207.691669120885,207.691669120869,207.691669120944,207.691669120907,207.691669120903,207.691669120872,207.691669120913,207.691669120925,207.691669120828,207.691669120848,207.691669120971,207.691669121057,207.69166912043,207.691669120982,207.691669120997,207.6916691215,207.691669121148,207.691669121081,207.691669121149,207.691669121294,207.691669121107,207.691669120956,207.691669120987,207.691669121005,207.69166912107,207.691669121051,207.691669121044,207.691669121143,207.691669121122,207.691669120813,207.691669121176,207.69166911987,207.691669120502,207.691669120804,207.691669120787,207.691669120684,207.69166912086,207.691669120488,207.691669121039,207.691669121029,207.691669120424,207.691669120466,207.69166912056,207.69166912066,207.691669120558,207.691669120395,207.691669120322,207.691669120371,207.691669120699,207.691669120786,207.691669120741,207.691669120801,207.691669120996,207.691669120621,207.691669120892,207.691669120219,207.691669120454,207.691669120496,207.691669120332,207.691669120487,207.691669120547,207.691669120615,207.691669120462,207.691669120652,207.691669121073,207.691669121062,207.691669120888,207.69166912105,207.691669120807,207.691669120774,207.691669120709,207.69166912057,207.691669120538,207.69166912077,207.691669120485,207.691669120626
"Melanitta deglandi.1",41.3784716746667,41.3784716746403,41.3784716746606,41.3784716747095,41.3784716747126,19.6854693950559,19.685469395095,18.8169741107654,18.1497632592942,17.8666293296836,16.9494578615264,16.8116268755924,16.551593442025,16.5515934420184,9.60073480045353,0,8.56361149293866,19.4920412499213,19.6123079130162,160.462025815183,160.462025815172,160.462025815225,160.462025815222,160.462025815278,160.462025815207,207.691669121131,207.691669120844,207.691669120697,207.691669120968,207.691669121134,207.691669121144,207.691669121139,207.691669120608,207.691669120883,207.691669121195,207.691669120915,207.691669120992,207.691669120243,207.69166912046,207.691669120348,207.691669120415,207.691669120314,207.691669120514,207.69166912032,207.69166912053,207.691669120516,207.691669120536,207.691669120997,207.69166912088,207.691669120968,207.691669120926,207.691669120915,207.691669120976,207.691669120939,207.691669120906,207.691669120889,207.691669120965,207.691669120927,207.691669120923,207.691669120892,207.691669120933,207.691669120946,207.691669120849,207.691669120868,207.691669120992,207.691669121077,207.69166912045,207.691669121002,207.691669121017,207.69166912152,207.691669121169,207.691669121102,207.691669121169,207.691669121314,207.691669121127,207.691669120977,207.691669121008,207.691669121026,207.691669121091,207.691669121072,207.691669121065,207.691669121163,207.691669121143,207.691669120833,207.691669121196,207.691669119891,207.691669120522,207.691669120825,207.691669120808,207.691669120705,207.69166912088,207.691669120508,207.691669121059,207.69166912105,207.691669120444,207.691669120487,207.69166912058,207.691669120681,207.691669120578,207.691669120415,207.691669120343,207.691669120391,207.691669120719,207.691669120806,207.691669120762,207.691669120821,207.691669121016,207.691669120641,207.691669120912,207.691669120239,207.691669120474,207.691669120517,207.691669120352,207.691669120507,207.691669120567,207.691669120636,207.691669120483,207.691669120672,207.691669121093,207.691669121082,207.691669120908,207.691669121071,207.691669120827,207.691669120794,207.691669120729,207.691669120591,207.691669120558,207.69166912079,207.691669120505,207.691669120646
"Melanitta perspicillata.2",41.3784716746585,41.3784716746321,41.3784716746523,41.3784716747013,41.3784716747043,19.6854693950477,19.6854693950867,19.0325663470272,18.4276454840193,18.3546679829895,17.4374965148323,17.3476978386799,17.0876644051124,17.0876644051059,12.0513960690048,8.56361149293866,0,16.9809171054514,17.6411015836497,160.462025815175,160.462025815164,160.462025815217,160.462025815214,160.462025815269,160.462025815198,207.691669121122,207.691669120836,207.691669120689,207.69166912096,207.691669121126,207.691669121136,207.691669121131,207.6916691206,207.691669120875,207.691669121187,207.691669120907,207.691669120984,207.691669120235,207.691669120452,207.69166912034,207.691669120406,207.691669120306,207.691669120505,207.691669120312,207.691669120522,207.691669120508,207.691669120528,207.691669120989,207.691669120871,207.69166912096,207.691669120918,207.691669120907,207.691669120968,207.69166912093,207.691669120898,207.691669120881,207.691669120956,207.691669120919,207.691669120915,207.691669120884,207.691669120925,207.691669120938,207.691669120841,207.69166912086,207.691669120983,207.691669121069,207.691669120442,207.691669120994,207.691669121009,207.691669121512,207.69166912116,207.691669121093,207.691669121161,207.691669121306,207.691669121119,207.691669120969,207.691669120999,207.691669121017,207.691669121082,207.691669121064,207.691669121056,207.691669121155,207.691669121134,207.691669120825,207.691669121188,207.691669119882,207.691669120514,207.691669120817,207.691669120799,207.691669120697,207.691669120872,207.6916691205,207.691669121051,207.691669121041,207.691669120436,207.691669120478,207.691669120572,207.691669120673,207.69166912057,207.691669120407,207.691669120335,207.691669120383,207.691669120711,207.691669120798,207.691669120753,207.691669120813,207.691669121008,207.691669120633,207.691669120904,207.691669120231,207.691669120466,207.691669120508,207.691669120344,207.691669120499,207.691669120559,207.691669120628,207.691669120474,207.691669120664,207.691669121085,207.691669121074,207.6916691209,207.691669121062,207.691669120819,207.691669120786,207.691669120721,207.691669120583,207.69166912055,207.691669120782,207.691669120497,207.691669120638
"Clangula hyemalis.2",41.3784716746742,41.3784716746478,41.3784716746681,41.378471674717,41.3784716747201,20.8598749832319,20.859874983271,20.2069719352114,20.206971935101,20.20697193516,19.7462784840764,19.656479807924,19.4920412498893,19.4920412498828,19.4920412499009,19.4920412499213,16.9809171054514,0,7.65873360793014,160.462025815191,160.46202581518,160.462025815233,160.46202581523,160.462025815285,160.462025815214,207.691669121138,207.691669120852,207.691669120705,207.691669120976,207.691669121142,207.691669121152,207.691669121146,207.691669120616,207.691669120891,207.691669121202,207.691669120923,207.691669121,207.691669120251,207.691669120468,207.691669120356,207.691669120422,207.691669120321,207.691669120521,207.691669120328,207.691669120538,207.691669120524,207.691669120543,207.691669121004,207.691669120887,207.691669120976,207.691669120934,207.691669120923,207.691669120984,207.691669120946,207.691669120913,207.691669120896,207.691669120972,207.691669120935,207.691669120931,207.6916691209,207.691669120941,207.691669120954,207.691669120857,207.691669120876,207.691669120999,207.691669121085,207.691669120458,207.69166912101,207.691669121024,207.691669121527,207.691669121176,207.691669121109,207.691669121177,207.691669121322,207.691669121135,207.691669120984,207.691669121015,207.691669121033,207.691669121098,207.691669121079,207.691669121072,207.691669121171,207.69166912115,207.691669120841,207.691669121203,207.691669119898,207.69166912053,207.691669120832,207.691669120815,207.691669120713,207.691669120888,207.691669120515,207.691669121067,207.691669121057,207.691669120451,207.691669120494,207.691669120588,207.691669120688,207.691669120585,207.691669120423,207.69166912035,207.691669120399,207.691669120727,207.691669120814,207.691669120769,207.691669120829,207.691669121024,207.691669120649,207.691669120919,207.691669120247,207.691669120482,207.691669120524,207.69166912036,207.691669120515,207.691669120575,207.691669120644,207.69166912049,207.69166912068,207.691669121101,207.69166912109,207.691669120916,207.691669121078,207.691669120835,207.691669120801,207.691669120737,207.691669120598,207.691669120566,207.691669120798,207.691669120513,207.691669120654
"Histrionicus histrionicus.1",41.3784716746951,41.3784716746688,41.378471674689,41.3784716747379,41.378471674741,20.8598749832528,20.8598749832919,20.2069719352323,20.2069719351219,20.2069719351809,19.8008993306593,19.7767464710189,19.6123079129842,19.6123079129777,19.6123079129959,19.6123079130162,17.6411015836497,7.65873360793014,0,160.462025815212,160.462025815201,160.462025815254,160.462025815251,160.462025815306,160.462025815235,207.691669121159,207.691669120872,207.691669120726,207.691669120996,207.691669121163,207.691669121173,207.691669121167,207.691669120636,207.691669120912,207.691669121223,207.691669120944,207.691669121021,207.691669120272,207.691669120489,207.691669120377,207.691669120443,207.691669120342,207.691669120542,207.691669120349,207.691669120559,207.691669120545,207.691669120564,207.691669121025,207.691669120908,207.691669120997,207.691669120954,207.691669120944,207.691669121005,207.691669120967,207.691669120934,207.691669120918,207.691669120993,207.691669120956,207.691669120952,207.69166912092,207.691669120962,207.691669120974,207.691669120877,207.691669120897,207.69166912102,207.691669121106,207.691669120479,207.691669121031,207.691669121045,207.691669121548,207.691669121197,207.69166912113,207.691669121198,207.691669121343,207.691669121156,207.691669121005,207.691669121036,207.691669121054,207.691669121119,207.6916691211,207.691669121093,207.691669121192,207.691669121171,207.691669120862,207.691669121224,207.691669119919,207.691669120551,207.691669120853,207.691669120836,207.691669120733,207.691669120909,207.691669120536,207.691669121088,207.691669121078,207.691669120472,207.691669120515,207.691669120609,207.691669120709,207.691669120606,207.691669120444,207.691669120371,207.69166912042,207.691669120748,207.691669120835,207.69166912079,207.69166912085,207.691669121045,207.69166912067,207.691669120941,207.691669120268,207.691669120503,207.691669120545,207.69166912038,207.691669120536,207.691669120595,207.691669120664,207.691669120511,207.691669120701,207.691669121122,207.691669121111,207.691669120936,207.691669121099,207.691669120856,207.691669120822,207.691669120758,207.691669120619,207.691669120587,207.691669120819,207.691669120534,207.691669120675
"Canachites canadensis.1",160.462025815086,160.462025815059,160.46202581508,160.462025815129,160.462025815132,160.462025815182,160.462025815221,160.462025815206,160.462025815096,160.462025815155,160.462025815195,160.462025815167,160.462025815151,160.462025815145,160.462025815163,160.462025815183,160.462025815175,160.462025815191,160.462025815212,0,12.952933994851,14.8444115376009,15.0504324231958,23.0275566804328,30.5034875436888,207.691669121454,207.691669121167,207.691669121021,207.691669121291,207.691669121458,207.691669121467,207.691669121462,207.691669120931,207.691669121206,207.691669121518,207.691669121239,207.691669121315,207.691669120566,207.691669120783,207.691669120671,207.691669120738,207.691669120637,207.691669120837,207.691669120644,207.691669120854,207.69166912084,207.691669120859,207.69166912132,207.691669121203,207.691669121291,207.691669121249,207.691669121238,207.6916691213,207.691669121262,207.691669121229,207.691669121212,207.691669121288,207.69166912125,207.691669121246,207.691669121215,207.691669121256,207.691669121269,207.691669121172,207.691669121192,207.691669121315,207.691669121401,207.691669120774,207.691669121326,207.69166912134,207.691669121843,207.691669121492,207.691669121425,207.691669121492,207.691669121638,207.69166912145,207.6916691213,207.691669121331,207.691669121349,207.691669121414,207.691669121395,207.691669121388,207.691669121486,207.691669121466,207.691669121156,207.691669121519,207.691669120214,207.691669120845,207.691669121148,207.691669121131,207.691669121028,207.691669121203,207.691669120831,207.691669121382,207.691669121373,207.691669120767,207.69166912081,207.691669120903,207.691669121004,207.691669120901,207.691669120738,207.691669120666,207.691669120714,207.691669121043,207.691669121129,207.691669121085,207.691669121145,207.691669121339,207.691669120964,207.691669121235,207.691669120563,207.691669120798,207.69166912084,207.691669120675,207.69166912083,207.69166912089,207.691669120959,207.691669120806,207.691669120995,207.691669121417,207.691669121406,207.691669121231,207.691669121394,207.691669121151,207.691669121117,207.691669121052,207.691669120914,207.691669120882,207.691669121113,207.691669120828,207.69166912097
