"","Branta bernicla","Branta canadensis","Anser caerulescens","Spatula discors","Anas crecca","Anas acuta","Anas rubripes","Clangula hyemalis","Histrionicus histrionicus","Somateria spectabilis","Somateria mollissima","Mergus merganser","Mergus serrator","Bucephala clangula","Bucephala islandica","Melanitta deglandi","Melanitta perspicillata","Melanitta americana","Aythya collaris","Aythya affinis","Aythya marila","Lagopus muta","Lagopus lagopus","Canachites canadensis","Bonasa umbellus","Gavia stellata","Gavia immer","Morus bassanus","Phalacrocorax carbo.1","Nannopterum auritum","Botaurus lentiginosus","Numenius phaeopus.1","Tringa solitaria","Tringa melanoleuca","Actitis macularius","Phalaropus lobatus","Phalaropus fulicarius","Gallinago delicata","Calidris minutilla","Calidris melanotos","Sterna paradisaea","Sterna hirundo.1","Larus argentatus","Larus hyperboreus","Larus marinus","Larus glaucoides","Rissa tridactyla","Cepphus grylle","Alca torda","Alle alle","Uria aalge","Uria lomvia","Fratercula arctica","Stercorarius pomarinus","Charadrius vociferus","Charadrius semipalmatus","Pluvialis dominica","Empidonax flaviventris","Empidonax traillii","Perisoreus canadensis","Corvus brachyrhynchos","Corvus corax","Eremophila alpestris","Riparia riparia","Tachycineta bicolor","Poecile hudsonicus","Regulus satrapa","Sitta canadensis","Turdus migratorius","Euphagus carolinus","Quiscalus quiscula","Passerella iliaca","Zonotrichia leucophrys","Zonotrichia albicollis","Setophaga magnolia","Setophaga petechia","Plectrophenax nivalis","Loxia leucoptera","Loxia curvirostra","Acanthis flammea","Pinicola enucleator","Falco columbarius","Strix varia","Bubo scandiacus","Bubo virginianus","Asio flammeus","Surnia ulula","Aegolius funereus","Colaptes auratus","Picoides dorsalis","Picoides arcticus","Megaceryle alcyon","Chordeiles minor","Pandion haliaetus.1","Haliaeetus leucocephalus","Buteo lagopus","Circus hudsonius"
"Rissa tridactyla",206.54826696937,206.548266969362,206.548266969382,206.54826696942,206.548266969459,206.548266969423,206.548266969442,206.548266969369,206.548266969392,206.548266969392,206.548266969345,206.548266969355,206.548266969431,206.548266969376,206.548266969483,206.548266969423,206.548266969422,206.548266969401,206.548266969384,206.548266969355,206.548266969366,206.548266968366,206.548266968468,206.548266968486,206.548266968693,156.282662415666,156.282662415753,156.282662415721,156.282662415793,156.282662415632,156.282662415753,110.619318273804,110.619318274006,110.619318274047,110.619318273955,110.619318273926,110.619318274082,110.619318273778,110.619318274318,110.619318274244,34.6395741861173,34.6395741861117,22.9547144680306,22.9547144680301,22.9547144680431,10.9050267971641,0,39.1921747218459,39.1921747218075,39.192174721827,39.1921747218504,39.1921747218372,39.1921747218408,39.1921747220415,125.866747046394,125.866747046665,125.866747046278,170.160778772784,170.160778772636,170.160778772727,170.160778772809,170.160778772649,170.160778772915,170.160778772888,170.160778772948,170.160778773181,170.160778772826,170.16077877253,170.160778772974,170.160778772766,170.160778773223,170.160778773179,170.160778773158,170.160778773049,170.160778773137,170.16077877326,170.160778773079,170.160778773009,170.160778772747,170.160778772739,170.160778772751,170.160778772975,170.160778773085,170.160778773322,170.160778772958,170.160778773058,170.16077877313,170.160778773166,170.160778772965,170.160778773104,170.160778772994,170.16077877278,170.160778772468,170.160778772874,170.160778772538,170.160778772588,170.160778772787
"Cepphus grylle",206.548266969396,206.548266969388,206.548266969408,206.548266969446,206.548266969485,206.548266969449,206.548266969468,206.548266969394,206.548266969418,206.548266969418,206.548266969371,206.548266969381,206.548266969457,206.548266969403,206.548266969509,206.548266969449,206.548266969448,206.548266969427,206.54826696941,206.548266969381,206.548266969392,206.548266968392,206.548266968494,206.548266968512,206.548266968719,156.282662415692,156.282662415779,156.282662415747,156.282662415819,156.282662415658,156.282662415779,110.61931827383,110.619318274032,110.619318274073,110.619318273981,110.619318273952,110.619318274108,110.619318273804,110.619318274344,110.61931827427,39.1921747218633,39.1921747218578,39.1921747218124,39.1921747218119,39.1921747218249,39.1921747218455,39.1921747218459,0,20.5418548358268,23.9266144570888,23.9472746909246,26.6166714669246,30.0303892185597,35.8429582813444,125.86674704642,125.866747046691,125.866747046304,170.16077877281,170.160778772662,170.160778772753,170.160778772835,170.160778772675,170.160778772941,170.160778772914,170.160778772974,170.160778773206,170.160778772852,170.160778772556,170.160778773,170.160778772792,170.160778773249,170.160778773205,170.160778773184,170.160778773075,170.160778773163,170.160778773286,170.160778773106,170.160778773035,170.160778772773,170.160778772765,170.160778772777,170.160778773001,170.160778773111,170.160778773348,170.160778772984,170.160778773084,170.160778773156,170.160778773192,170.160778772991,170.16077877313,170.16077877302,170.160778772806,170.160778772494,170.1607787729,170.160778772564,170.160778772614,170.160778772813
"Alca torda",206.548266969357,206.548266969349,206.548266969369,206.548266969407,206.548266969446,206.548266969411,206.54826696943,206.548266969356,206.54826696938,206.54826696938,206.548266969333,206.548266969342,206.548266969418,206.548266969364,206.548266969471,206.548266969411,206.548266969409,206.548266969389,206.548266969371,206.548266969342,206.548266969353,206.548266968353,206.548266968455,206.548266968474,206.54826696868,156.282662415654,156.282662415741,156.282662415708,156.282662415781,156.28266241562,156.282662415741,110.619318273792,110.619318273994,110.619318274035,110.619318273943,110.619318273914,110.61931827407,110.619318273765,110.619318274306,110.619318274232,39.1921747218249,39.1921747218194,39.192174721774,39.1921747217735,39.1921747217865,39.1921747218071,39.1921747218075,20.5418548358268,0,16.943127138458,19.5570455268517,22.2882153115506,28.8538249929934,35.842958281306,125.866747046381,125.866747046652,125.866747046266,170.160778772772,170.160778772624,170.160778772714,170.160778772796,170.160778772636,170.160778772903,170.160778772876,170.160778772935,170.160778773168,170.160778772814,170.160778772518,170.160778772961,170.160778772753,170.16077877321,170.160778773167,170.160778773146,170.160778773036,170.160778773125,170.160778773247,170.160778773067,170.160778772996,170.160778772735,170.160778772727,170.160778772739,170.160778772962,170.160778773073,170.160778773309,170.160778772946,170.160778773045,170.160778773117,170.160778773153,170.160778772953,170.160778773091,170.160778772982,170.160778772768,170.160778772456,170.160778772862,170.160778772525,170.160778772576,170.160778772775
"Alle alle",206.548266969377,206.548266969369,206.548266969389,206.548266969427,206.548266969466,206.54826696943,206.548266969449,206.548266969376,206.5482669694,206.548266969399,206.548266969353,206.548266969362,206.548266969438,206.548266969384,206.54826696949,206.54826696943,206.548266969429,206.548266969408,206.548266969391,206.548266969362,206.548266969373,206.548266968373,206.548266968475,206.548266968493,206.5482669687,156.282662415673,156.282662415761,156.282662415728,156.2826624158,156.282662415639,156.28266241576,110.619318273812,110.619318274013,110.619318274054,110.619318273962,110.619318273933,110.619318274089,110.619318273785,110.619318274325,110.619318274251,39.1921747218444,39.1921747218389,39.1921747217935,39.192174721793,39.192174721806,39.1921747218266,39.192174721827,23.9266144570888,16.943127138458,0,14.8794539900281,20.4739953554193,27.0901250183484,35.1184266831223,125.866747046401,125.866747046672,125.866747046285,170.160778772791,170.160778772643,170.160778772734,170.160778772816,170.160778772656,170.160778772922,170.160778772895,170.160778772955,170.160778773188,170.160778772834,170.160778772537,170.160778772981,170.160778772773,170.16077877323,170.160778773186,170.160778773165,170.160778773056,170.160778773144,170.160778773267,170.160778773087,170.160778773016,170.160778772754,170.160778772746,170.160778772758,170.160778772982,170.160778773092,170.160778773329,170.160778772965,170.160778773065,170.160778773137,170.160778773173,170.160778772972,170.160778773111,170.160778773001,170.160778772787,170.160778772475,170.160778772881,170.160778772545,170.160778772595,170.160778772794
"Uria aalge",206.548266969401,206.548266969392,206.548266969412,206.54826696945,206.548266969489,206.548266969453,206.548266969473,206.548266969399,206.548266969423,206.548266969423,206.548266969376,206.548266969385,206.548266969461,206.548266969407,206.548266969513,206.548266969454,206.548266969452,206.548266969431,206.548266969414,206.548266969385,206.548266969396,206.548266968396,206.548266968498,206.548266968517,206.548266968723,156.282662415697,156.282662415784,156.282662415751,156.282662415823,156.282662415662,156.282662415784,110.619318273835,110.619318274037,110.619318274078,110.619318273986,110.619318273957,110.619318274112,110.619318273808,110.619318274349,110.619318274275,39.1921747218678,39.1921747218623,39.1921747218169,39.1921747218164,39.1921747218295,39.19217472185,39.1921747218504,23.9472746909246,19.5570455268517,14.8794539900281,0,17.4114703072691,27.0803461662262,35.1184266831458,125.866747046424,125.866747046695,125.866747046309,170.160778772815,170.160778772667,170.160778772757,170.160778772839,170.160778772679,170.160778772946,170.160778772919,170.160778772978,170.160778773211,170.160778772857,170.16077877256,170.160778773004,170.160778772796,170.160778773253,170.16077877321,170.160778773189,170.160778773079,170.160778773168,170.16077877329,170.16077877311,170.160778773039,170.160778772778,170.16077877277,170.160778772782,170.160778773005,170.160778773116,170.160778773352,170.160778772989,170.160778773088,170.16077877316,170.160778773196,170.160778772996,170.160778773134,170.160778773025,170.160778772811,170.160778772499,170.160778772905,170.160778772568,170.160778772619,170.160778772818
"Uria lomvia",206.548266969387,206.548266969379,206.548266969399,206.548266969437,206.548266969476,206.54826696944,206.548266969459,206.548266969386,206.54826696941,206.548266969409,206.548266969363,206.548266969372,206.548266969448,206.548266969394,206.5482669695,206.54826696944,206.548266969439,206.548266969418,206.548266969401,206.548266969372,206.548266969383,206.548266968383,206.548266968485,206.548266968504,206.54826696871,156.282662415683,156.282662415771,156.282662415738,156.28266241581,156.282662415649,156.282662415771,110.619318273822,110.619318274024,110.619318274065,110.619318273973,110.619318273944,110.619318274099,110.619318273795,110.619318274335,110.619318274262,39.1921747218547,39.1921747218492,39.1921747218038,39.1921747218033,39.1921747218163,39.1921747218369,39.1921747218372,26.6166714669246,22.2882153115506,20.4739953554193,17.4114703072691,0,26.4167590472579,35.1184266831326,125.866747046411,125.866747046682,125.866747046296,170.160778772801,170.160778772653,170.160778772744,170.160778772826,170.160778772666,170.160778772933,170.160778772906,170.160778772965,170.160778773198,170.160778772844,170.160778772547,170.160778772991,170.160778772783,170.16077877324,170.160778773197,170.160778773176,170.160778773066,170.160778773155,170.160778773277,170.160778773097,170.160778773026,170.160778772765,170.160778772756,170.160778772768,170.160778772992,170.160778773103,170.160778773339,170.160778772976,170.160778773075,170.160778773147,170.160778773183,170.160778772982,170.160778773121,170.160778773011,170.160778772797,170.160778772486,170.160778772892,170.160778772555,170.160778772606,170.160778772805
"Fratercula arctica",206.548266969391,206.548266969383,206.548266969402,206.548266969441,206.54826696948,206.548266969444,206.548266969463,206.548266969389,206.548266969413,206.548266969413,206.548266969366,206.548266969375,206.548266969452,206.548266969398,206.548266969504,206.548266969444,206.548266969443,206.548266969422,206.548266969405,206.548266969376,206.548266969387,206.548266968387,206.548266968489,206.548266968507,206.548266968714,156.282662415687,156.282662415774,156.282662415742,156.282662415814,156.282662415653,156.282662415774,110.619318273825,110.619318274027,110.619318274068,110.619318273976,110.619318273947,110.619318274103,110.619318273799,110.619318274339,110.619318274265,39.1921747218583,39.1921747218527,39.1921747218073,39.1921747218068,39.1921747218198,39.1921747218404,39.1921747218408,30.0303892185597,28.8538249929934,27.0901250183484,27.0803461662262,26.4167590472579,0,34.4077794560379,125.866747046415,125.866747046686,125.866747046299,170.160778772805,170.160778772657,170.160778772748,170.16077877283,170.16077877267,170.160778772936,170.160778772909,170.160778772969,170.160778773202,170.160778772847,170.160778772551,170.160778772995,170.160778772787,170.160778773244,170.1607787732,170.160778773179,170.16077877307,170.160778773158,170.160778773281,170.160778773101,170.16077877303,170.160778772768,170.16077877276,170.160778772772,170.160778772996,170.160778773106,170.160778773343,170.160778772979,170.160778773078,170.160778773151,170.160778773187,170.160778772986,170.160778773125,170.160778773015,170.160778772801,170.160778772489,170.160778772895,170.160778772559,170.160778772609,170.160778772808
"Stercorarius pomarinus",206.548266969592,206.548266969583,206.548266969603,206.548266969642,206.54826696968,206.548266969644,206.548266969664,206.54826696959,206.548266969614,206.548266969614,206.548266969567,206.548266969576,206.548266969652,206.548266969598,206.548266969705,206.548266969645,206.548266969643,206.548266969623,206.548266969606,206.548266969576,206.548266969588,206.548266968587,206.548266968689,206.548266968708,206.548266968914,156.282662415888,156.282662415975,156.282662415942,156.282662416015,156.282662415854,156.282662415975,110.619318274026,110.619318274228,110.619318274269,110.619318274177,110.619318274148,110.619318274304,110.619318273999,110.61931827454,110.619318274466,39.1921747220589,39.1921747220534,39.192174722008,39.1921747220076,39.1921747220206,39.1921747220411,39.1921747220415,35.8429582813444,35.842958281306,35.1184266831223,35.1184266831458,35.1184266831326,34.4077794560379,0,125.866747046615,125.866747046886,125.8667470465,170.160778773006,170.160778772858,170.160778772948,170.16077877303,170.16077877287,170.160778773137,170.16077877311,170.160778773169,170.160778773402,170.160778773048,170.160778772752,170.160778773195,170.160778772987,170.160778773444,170.1607787734,170.16077877338,170.16077877327,170.160778773359,170.160778773481,170.160778773301,170.16077877323,170.160778772969,170.160778772961,170.160778772973,170.160778773196,170.160778773307,170.160778773544,170.16077877318,170.160778773279,170.160778773351,170.160778773387,170.160778773187,170.160778773325,170.160778773216,170.160778773002,170.16077877269,170.160778773096,170.160778772759,170.16077877281,170.160778773009
"Charadrius vociferus",206.548266969447,206.548266969439,206.548266969459,206.548266969497,206.548266969536,206.5482669695,206.548266969519,206.548266969446,206.548266969469,206.548266969469,206.548266969423,206.548266969431,206.548266969508,206.548266969454,206.54826696956,206.5482669695,206.548266969499,206.548266969478,206.548266969461,206.548266969432,206.548266969443,206.548266968443,206.548266968545,206.548266968563,206.54826696877,156.282662415743,156.28266241583,156.282662415798,156.28266241587,156.282662415709,156.28266241583,125.866747045961,125.866747046163,125.866747046204,125.866747046112,125.866747046083,125.866747046239,125.866747045935,125.866747046475,125.866747046401,125.866747046411,125.866747046406,125.86674704636,125.86674704636,125.866747046373,125.866747046393,125.866747046394,125.86674704642,125.866747046381,125.866747046401,125.866747046424,125.866747046411,125.866747046415,125.866747046615,0,62.1082505575794,91.1763733956279,170.160778772861,170.160778772713,170.160778772804,170.160778772886,170.160778772726,170.160778772992,170.160778772965,170.160778773025,170.160778773258,170.160778772903,170.160778772607,170.160778773051,170.160778772843,170.1607787733,170.160778773256,170.160778773235,170.160778773126,170.160778773214,170.160778773337,170.160778773157,170.160778773086,170.160778772824,170.160778772816,170.160778772828,170.160778773052,170.160778773162,170.160778773399,170.160778773035,170.160778773135,170.160778773207,170.160778773243,170.160778773042,170.160778773181,170.160778773071,170.160778772857,170.160778772545,170.160778772951,170.160778772615,170.160778772665,170.160778772865
"Charadrius semipalmatus",206.548266969718,206.54826696971,206.54826696973,206.548266969768,206.548266969807,206.548266969771,206.54826696979,206.548266969717,206.54826696974,206.54826696974,206.548266969693,206.548266969703,206.548266969779,206.548266969725,206.548266969831,206.548266969771,206.54826696977,206.548266969749,206.548266969732,206.548266969703,206.548266969714,206.548266968714,206.548266968816,206.548266968834,206.548266969041,156.282662416014,156.282662416101,156.282662416069,156.282662416141,156.28266241598,156.282662416101,125.866747046232,125.866747046434,125.866747046475,125.866747046383,125.866747046354,125.86674704651,125.866747046206,125.866747046746,125.866747046672,125.866747046682,125.866747046676,125.866747046631,125.866747046631,125.866747046644,125.866747046664,125.866747046665,125.866747046691,125.866747046652,125.866747046672,125.866747046695,125.866747046682,125.866747046686,125.866747046886,62.1082505575794,0,57.3521189669826,170.160778773132,170.160778772984,170.160778773075,170.160778773157,170.160778772996,170.160778773263,170.160778773236,170.160778773296,170.160778773529,170.160778773175,170.160778772878,170.160778773322,170.160778773114,170.16077877357,170.160778773527,170.160778773506,170.160778773397,170.160778773485,170.160778773608,170.160778773427,170.160778773357,170.160778773095,170.160778773087,170.160778773099,170.160778773323,170.160778773433,170.16077877367,170.160778773306,170.160778773406,170.160778773478,170.160778773514,170.160778773313,170.160778773452,170.160778773342,170.160778773128,170.160778772816,170.160778773222,170.160778772886,170.160778772936,170.160778773135
"Pluvialis dominica",206.548266969331,206.548266969323,206.548266969343,206.548266969381,206.54826696942,206.548266969384,206.548266969403,206.54826696933,206.548266969354,206.548266969354,206.548266969307,206.548266969316,206.548266969392,206.548266969338,206.548266969445,206.548266969385,206.548266969383,206.548266969363,206.548266969345,206.548266969316,206.548266969327,206.548266968327,206.548266968429,206.548266968448,206.548266968654,156.282662415628,156.282662415715,156.282662415682,156.282662415755,156.282662415593,156.282662415715,125.866747045846,125.866747046048,125.866747046089,125.866747045997,125.866747045968,125.866747046123,125.866747045819,125.866747046359,125.866747046286,125.866747046296,125.86674704629,125.866747046245,125.866747046244,125.866747046257,125.866747046278,125.866747046278,125.866747046304,125.866747046266,125.866747046285,125.866747046309,125.866747046296,125.866747046299,125.8667470465,91.1763733956279,57.3521189669826,0,170.160778772746,170.160778772598,170.160778772688,170.16077877277,170.16077877261,170.160778772877,170.16077877285,170.160778772909,170.160778773142,170.160778772788,170.160778772492,170.160778772935,170.160778772727,170.160778773184,170.160778773141,170.16077877312,170.16077877301,170.160778773099,170.160778773221,170.160778773041,170.16077877297,170.160778772709,170.1607787727,170.160778772713,170.160778772936,170.160778773047,170.160778773283,170.160778772919,170.160778773019,170.160778773091,170.160778773127,170.160778772927,170.160778773065,170.160778772955,170.160778772742,170.16077877243,170.160778772836,170.1607787725,170.16077877255,170.160778772749
"Empidonax flaviventris",206.548266969261,206.548266969252,206.548266969272,206.54826696931,206.54826696935,206.548266969314,206.548266969333,206.548266969259,206.548266969283,206.548266969283,206.548266969236,206.548266969245,206.548266969321,206.548266969267,206.548266969374,206.548266969314,206.548266969312,206.548266969292,206.548266969274,206.548266969245,206.548266969257,206.548266968256,206.548266968358,206.548266968377,206.548266968583,170.160778772718,170.160778772806,170.160778772773,170.160778772845,170.160778772684,170.160778772806,170.160778772352,170.160778772553,170.160778772595,170.160778772502,170.160778772473,170.160778772629,170.160778772325,170.160778772865,170.160778772792,170.160778772802,170.160778772796,170.160778772751,170.16077877275,170.160778772763,170.160778772784,170.160778772784,170.16077877281,170.160778772772,170.160778772791,170.160778772815,170.160778772801,170.160778772805,170.160778773006,170.160778772861,170.160778773132,170.160778772746,0,81.5060874097685,148.741062915756,148.741062915838,148.741062915678,148.741062915945,148.741062915918,148.741062915977,148.74106291621,148.741062915856,148.74106291556,148.741062916003,148.741062915795,148.741062916252,148.741062916209,148.741062916188,148.741062916078,148.741062916167,148.741062916289,148.741062916109,148.741062916038,148.741062915777,148.741062915769,148.741062915781,161.601440937298,166.648470384948,166.648470385185,166.648470384821,166.648470384921,166.648470384992,166.648470385028,166.648470384828,166.648470384966,166.648470384857,166.648470384643,166.648470384331,166.648470384737,166.648470384401,166.648470384451,166.64847038465
"Empidonax traillii",206.548266969113,206.548266969104,206.548266969124,206.548266969163,206.548266969202,206.548266969166,206.548266969185,206.548266969111,206.548266969135,206.548266969135,206.548266969088,206.548266969097,206.548266969173,206.548266969119,206.548266969226,206.548266969166,206.548266969164,206.548266969144,206.548266969127,206.548266969098,206.548266969109,206.548266968109,206.54826696821,206.548266968229,206.548266968436,170.16077877257,170.160778772658,170.160778772625,170.160778772697,170.160778772536,170.160778772658,170.160778772204,170.160778772406,170.160778772447,170.160778772355,170.160778772326,170.160778772481,170.160778772177,170.160778772717,170.160778772644,170.160778772653,170.160778772648,170.160778772603,170.160778772602,170.160778772615,170.160778772636,170.160778772636,170.160778772662,170.160778772624,170.160778772643,170.160778772667,170.160778772653,170.160778772657,170.160778772858,170.160778772713,170.160778772984,170.160778772598,81.5060874097685,0,83.242728862579,138.327524878835,138.327524878675,138.327524878942,138.327524878915,138.327524878974,138.327524879207,138.327524878853,138.327524878556,138.327524879,138.327524878792,138.327524879249,138.327524879205,138.327524879185,138.327524879075,138.327524879164,138.327524879286,138.327524879106,138.327524879035,138.327524878774,138.327524878766,138.327524878777,151.187902900295,166.6484703848,166.648470385037,166.648470384673,166.648470384773,166.648470384845,166.64847038488,166.64847038468,166.648470384818,166.648470384709,166.648470384495,166.648470384183,166.648470384589,166.648470384253,166.648470384303,166.648470384502
"Perisoreus canadensis",206.548266969203,206.548266969195,206.548266969215,206.548266969253,206.548266969292,206.548266969256,206.548266969275,206.548266969202,206.548266969225,206.548266969225,206.548266969179,206.548266969188,206.548266969264,206.54826696921,206.548266969316,206.548266969256,206.548266969255,206.548266969234,206.548266969217,206.548266969188,206.548266969199,206.548266968199,206.548266968301,206.548266968319,206.548266968526,170.160778772661,170.160778772748,170.160778772715,170.160778772788,170.160778772627,170.160778772748,170.160778772294,170.160778772496,170.160778772537,170.160778772445,170.160778772416,170.160778772572,170.160778772268,170.160778772808,170.160778772734,170.160778772744,170.160778772738,170.160778772693,170.160778772693,170.160778772706,170.160778772726,170.160778772727,170.160778772753,170.160778772714,170.160778772734,170.160778772757,170.160778772744,170.160778772748,170.160778772948,170.160778772804,170.160778773075,170.160778772688,148.741062915756,83.242728862579,0,77.7220157459161,84.1480581896515,119.049599020474,119.049599020447,119.049599020506,119.049599020739,119.049599020385,119.049599020089,119.049599020532,119.049599020324,119.049599020781,119.049599020738,119.049599020717,119.049599020607,119.049599020696,119.049599020818,119.049599020638,119.049599020567,119.049599020306,119.049599020298,119.04959902031,151.187902900385,166.648470384891,166.648470385127,166.648470384763,166.648470384863,166.648470384935,166.648470384971,166.64847038477,166.648470384909,166.648470384799,166.648470384585,166.648470384273,166.648470384679,166.648470384343,166.648470384394,166.648470384593
"Corvus brachyrhynchos",206.548266969285,206.548266969277,206.548266969297,206.548266969335,206.548266969374,206.548266969338,206.548266969357,206.548266969284,206.548266969308,206.548266969307,206.548266969261,206.54826696927,206.548266969346,206.548266969292,206.548266969398,206.548266969338,206.548266969337,206.548266969316,206.548266969299,206.54826696927,206.548266969281,206.548266968281,206.548266968383,206.548266968401,206.548266968608,170.160778772743,170.16077877283,170.160778772798,170.16077877287,170.160778772709,170.16077877283,170.160778772376,170.160778772578,170.160778772619,170.160778772527,170.160778772498,170.160778772654,170.16077877235,170.16077877289,170.160778772816,170.160778772826,170.160778772821,170.160778772775,170.160778772775,170.160778772788,170.160778772808,170.160778772809,170.160778772835,170.160778772796,170.160778772816,170.160778772839,170.160778772826,170.16077877283,170.16077877303,170.160778772886,170.160778773157,170.16077877277,148.741062915838,138.327524878835,77.7220157459161,0,26.6699872868923,74.7769145377697,103.265086853849,103.265086853908,103.265086854141,103.265086853787,103.265086853491,103.265086853934,103.265086853726,103.265086854183,103.26508685414,103.265086854119,103.265086854009,103.265086854098,103.26508685422,103.26508685404,103.265086853969,103.265086853708,103.2650868537,103.265086853712,135.403390733787,166.648470384972,166.648470385209,166.648470384845,166.648470384945,166.648470385017,166.648470385053,166.648470384853,166.648470384991,166.648470384881,166.648470384668,166.648470384356,166.648470384762,166.648470384425,166.648470384476,166.648470384675
"Corvus corax",206.548266969125,206.548266969117,206.548266969137,206.548266969175,206.548266969214,206.548266969178,206.548266969197,206.548266969124,206.548266969148,206.548266969147,206.548266969101,206.54826696911,206.548266969186,206.548266969132,206.548266969238,206.548266969178,206.548266969177,206.548266969156,206.548266969139,206.54826696911,206.548266969121,206.548266968121,206.548266968223,206.548266968241,206.548266968448,170.160778772583,170.16077877267,170.160778772637,170.16077877271,170.160778772549,170.16077877267,170.160778772216,170.160778772418,170.160778772459,170.160778772367,170.160778772338,170.160778772494,170.16077877219,170.16077877273,170.160778772656,170.160778772666,170.160778772661,170.160778772615,170.160778772615,170.160778772628,170.160778772648,170.160778772649,170.160778772675,170.160778772636,170.160778772656,170.160778772679,170.160778772666,170.16077877267,170.16077877287,170.160778772726,170.160778772996,170.16077877261,148.741062915678,138.327524878675,84.1480581896515,26.6699872868923,0,68.9889106716474,103.265086853689,103.265086853748,103.265086853981,103.265086853627,103.26508685333,103.265086853774,103.265086853566,103.265086854023,103.265086853979,103.265086853959,103.265086853849,103.265086853938,103.26508685406,103.26508685388,103.265086853809,103.265086853548,103.26508685354,103.265086853551,135.403390733627,166.648470384812,166.648470385049,166.648470384685,166.648470384785,166.648470384857,166.648470384893,166.648470384692,166.648470384831,166.648470384721,166.648470384507,166.648470384195,166.648470384601,166.648470384265,166.648470384315,166.648470384515
"Eremophila alpestris",206.548266969392,206.548266969384,206.548266969403,206.548266969442,206.548266969481,206.548266969445,206.548266969464,206.548266969391,206.548266969414,206.548266969414,206.548266969368,206.548266969377,206.548266969453,206.548266969399,206.548266969505,206.548266969445,206.548266969444,206.548266969423,206.548266969406,206.548266969377,206.548266969388,206.548266968388,206.54826696849,206.548266968508,206.548266968715,170.16077877285,170.160778772937,170.160778772904,170.160778772977,170.160778772816,170.160778772937,170.160778772483,170.160778772685,170.160778772726,170.160778772634,170.160778772605,170.160778772761,170.160778772457,170.160778772997,170.160778772923,170.160778772933,170.160778772927,170.160778772882,170.160778772881,170.160778772895,170.160778772915,170.160778772915,170.160778772941,170.160778772903,170.160778772922,170.160778772946,170.160778772933,170.160778772936,170.160778773137,170.160778772992,170.160778773263,170.160778772877,148.741062915945,138.327524878942,119.049599020474,74.7769145377697,68.9889106716474,0,77.0200471918945,88.5370381751938,93.9212615468426,96.6698750171645,96.669875016868,96.6698750173118,96.6698750171037,96.6698750175607,96.669875017517,96.6698750174961,96.6698750173866,96.6698750174753,96.6698750175977,96.6698750174175,96.6698750173467,96.6698750170851,96.669875017077,96.6698750170889,135.403390733894,166.648470385079,166.648470385316,166.648470384952,166.648470385052,166.648470385124,166.64847038516,166.648470384959,166.648470385098,166.648470384988,166.648470384774,166.648470384462,166.648470384868,166.648470384532,166.648470384582,166.648470384781
"Riparia riparia",206.548266969365,206.548266969356,206.548266969376,206.548266969414,206.548266969453,206.548266969418,206.548266969437,206.548266969363,206.548266969387,206.548266969387,206.54826696934,206.548266969349,206.548266969425,206.548266969371,206.548266969478,206.548266969418,206.548266969416,206.548266969396,206.548266969379,206.548266969349,206.548266969361,206.548266968361,206.548266968462,206.548266968481,206.548266968688,170.160778772822,170.16077877291,170.160778772877,170.160778772949,170.160778772788,170.16077877291,170.160778772456,170.160778772658,170.160778772699,170.160778772607,170.160778772578,170.160778772733,170.160778772429,170.160778772969,170.160778772896,170.160778772905,170.1607787729,170.160778772855,170.160778772854,170.160778772867,170.160778772888,170.160778772888,170.160778772914,170.160778772876,170.160778772895,170.160778772919,170.160778772906,170.160778772909,170.16077877311,170.160778772965,170.160778773236,170.16077877285,148.741062915918,138.327524878915,119.049599020447,103.265086853849,103.265086853689,77.0200471918945,0,50.6451673412289,82.2125200976431,89.336774258965,91.4482577372557,91.4482577376994,91.4482577374914,91.4482577379483,91.4482577379047,91.4482577378838,91.4482577377742,91.4482577378629,91.4482577379853,91.4482577378051,91.4482577377343,91.4482577374727,91.4482577374647,91.4482577374766,130.181773454282,166.648470385052,166.648470385289,166.648470384925,166.648470385024,166.648470385096,166.648470385132,166.648470384932,166.64847038507,166.648470384961,166.648470384747,166.648470384435,166.648470384841,166.648470384505,166.648470384555,166.648470384754
