"","Cygnus cygnus","Anser erythropus","Anser fabalis","Anas acuta.1","Anas crecca.1","Anas platyrhynchos","Mareca penelope","Aythya fuligula","Aythya marila.1","Mergus serrator.1","Mergus merganser.1","Bucephala clangula.1","Melanitta fusca","Melanitta perspicillata.1","Clangula hyemalis.1","Polysticta stelleri","Somateria spectabilis.1","Somateria mollissima.1","Lagopus muta.1","Lagopus lagopus.1","Tetrao urogallus","Gavia stellata.1","Gavia arctica","Phalacrocorax carbo.2","Fulmarus glacialis","Numenius phaeopus.2","Xenus cinereus.1","Phalaropus lobatus.1","Tringa erythropus","Tringa nebularia.1","Tringa totanus","Actitis hypoleucos.2","Gallinago gallinago","Calidris pugnax","Larus canus","Larus marinus.1","Larus argentatus.1","Sterna paradisaea.1","Uria aalge.1","Charadrius hiaticula.2","Eudromias morinellus","Haematopus ostralegus","Pluvialis apricaria","Grus grus","Falco tinnunculus","Falco rusticolus","Falco peregrinus.1","Falco columbarius.1","Pica pica","Corvus corone","Corvus corax.1","Perisoreus infaustus","Poecile cinctus","Parus major","Riparia riparia.1","Delichon urbicum.1","Turdus pilaris","Turdus iliacus","Luscinia svecica","Cinclus cinclus","Plectrophenax nivalis.1","Motacilla alba","Motacilla flava.1","Surnia ulula.1","Aegolius funereus.1","Strix nebulosa","Bubo scandiacus.1","Asio flammeus.1","Dryobates minor","Picoides tridactylus","Dryocopus martius","Pandion haliaetus.2","Accipiter gentilis","Circus cyaneus","Accipiter nisus","Haliaeetus albicilla","Buteo lagopus.1","Aquila chrysaetos","Cuculus canorus","Larus argentatus.2"
"Delichon urbicum.1",205.72402413553,205.724024135509,205.724024135518,205.724024135433,205.724024135489,205.724024135551,205.72402413548,205.72402413552,205.724024135502,205.724024135495,205.724024135476,205.724024135471,205.724024135457,205.724024135499,205.724024135452,205.724024135469,205.724024135491,205.724024135492,205.724024135134,205.724024135188,205.724024135211,169.50427584831,169.504275847313,169.50427584794,169.504275847788,169.504275847554,169.504275846954,169.504275847271,169.50427584751,169.504275847246,169.504275847265,169.504275847289,169.504275847327,169.504275847624,169.504275846917,169.504275846927,169.504275846929,169.504275846908,169.504275846968,169.504275847738,169.504275847797,169.504275847261,169.504275847626,169.504275848033,131.679022895622,131.679022895765,131.679022895694,131.67902289567,96.8848087618188,96.884808761787,96.8848087614417,96.8848087615607,71.8124069094476,71.8124069094269,48.4070415650109,0,89.8985929236453,89.8985929239684,89.8985929242198,126.232946004575,126.232946004391,126.232946004479,126.23294600466,165.956789688653,165.956789688637,165.956789688551,165.956789688657,165.956789688798,165.956789688436,165.956789688429,165.95678968889,165.956789688495,165.956789688758,165.956789688553,165.956789688644,165.956789688352,165.956789688452,165.956789688429,168.773297801142,169.504275846929
"Turdus pilaris",205.724024135434,205.724024135413,205.724024135421,205.724024135337,205.724024135392,205.724024135455,205.724024135383,205.724024135424,205.724024135406,205.724024135399,205.72402413538,205.724024135375,205.72402413536,205.724024135402,205.724024135355,205.724024135372,205.724024135394,205.724024135396,205.724024135037,205.724024135091,205.724024135115,169.504275848214,169.504275847217,169.504275847844,169.504275847692,169.504275847458,169.504275846857,169.504275847175,169.504275847413,169.504275847149,169.504275847169,169.504275847193,169.504275847231,169.504275847528,169.504275846821,169.504275846831,169.504275846833,169.504275846812,169.504275846872,169.504275847642,169.504275847701,169.504275847164,169.50427584753,169.504275847936,131.679022895526,131.679022895668,131.679022895598,131.679022895574,96.8848087617225,96.8848087616907,96.8848087613453,96.8848087614643,89.8985929239073,89.8985929238865,89.8985929241946,89.8985929236453,0,26.8855236106637,58.1750723466632,110.255615238708,125.342816144965,125.342816145053,125.342816145234,165.956789688557,165.95678968854,165.956789688455,165.956789688561,165.956789688701,165.95678968834,165.956789688333,165.956789688793,165.956789688399,165.956789688662,165.956789688456,165.956789688548,165.956789688255,165.956789688355,165.956789688333,168.773297801046,169.504275846833
"Turdus iliacus",205.724024135757,205.724024135736,205.724024135745,205.72402413566,205.724024135716,205.724024135778,205.724024135706,205.724024135747,205.724024135729,205.724024135722,205.724024135703,205.724024135698,205.724024135683,205.724024135725,205.724024135679,205.724024135695,205.724024135717,205.724024135719,205.72402413536,205.724024135414,205.724024135438,169.504275848537,169.50427584754,169.504275848167,169.504275848015,169.504275847781,169.504275847181,169.504275847498,169.504275847737,169.504275847473,169.504275847492,169.504275847516,169.504275847554,169.504275847851,169.504275847144,169.504275847154,169.504275847156,169.504275847135,169.504275847195,169.504275847965,169.504275848024,169.504275847488,169.504275847853,169.50427584826,131.679022895849,131.679022895991,131.679022895921,131.679022895897,96.8848087620456,96.8848087620137,96.8848087616685,96.8848087617874,89.8985929242305,89.8985929242097,89.8985929245177,89.8985929239684,26.8855236106637,0,45.0850048019006,110.255615239031,125.342816145288,125.342816145376,125.342816145557,165.95678968888,165.956789688863,165.956789688778,165.956789688884,165.956789689024,165.956789688663,165.956789688656,165.956789689117,165.956789688722,165.956789688985,165.95678968878,165.956789688871,165.956789688578,165.956789688679,165.956789688656,168.773297801369,169.504275847156
"Luscinia svecica",205.724024136009,205.724024135988,205.724024135996,205.724024135911,205.724024135967,205.72402413603,205.724024135958,205.724024135999,205.72402413598,205.724024135974,205.724024135955,205.72402413595,205.724024135935,205.724024135977,205.72402413593,205.724024135947,205.724024135969,205.72402413597,205.724024135612,205.724024135666,205.724024135689,169.504275848788,169.504275847791,169.504275848418,169.504275848266,169.504275848033,169.504275847432,169.50427584775,169.504275847988,169.504275847724,169.504275847743,169.504275847768,169.504275847806,169.504275848102,169.504275847395,169.504275847405,169.504275847408,169.504275847387,169.504275847446,169.504275848217,169.504275848276,169.504275847739,169.504275848105,169.504275848511,131.679022896101,131.679022896243,131.679022896173,131.679022896149,96.8848087622971,96.8848087622652,96.88480876192,96.884808762039,89.898592924482,89.8985929244611,89.8985929247692,89.8985929242198,58.1750723466632,45.0850048019006,0,110.255615239283,125.34281614554,125.342816145628,125.342816145808,165.956789689132,165.956789689115,165.956789689029,165.956789689135,165.956789689276,165.956789688914,165.956789688908,165.956789689368,165.956789688973,165.956789689237,165.956789689031,165.956789689122,165.95678968883,165.95678968893,165.956789688907,168.77329780162,169.504275847408
"Cinclus cinclus",205.724024135914,205.724024135893,205.724024135902,205.724024135817,205.724024135873,205.724024135935,205.724024135863,205.724024135904,205.724024135886,205.724024135879,205.72402413586,205.724024135855,205.72402413584,205.724024135882,205.724024135836,205.724024135852,205.724024135874,205.724024135876,205.724024135518,205.724024135571,205.724024135595,169.504275848694,169.504275847697,169.504275848324,169.504275848172,169.504275847938,169.504275847338,169.504275847655,169.504275847894,169.50427584763,169.504275847649,169.504275847673,169.504275847711,169.504275848008,169.504275847301,169.504275847311,169.504275847313,169.504275847292,169.504275847351,169.504275848122,169.504275848181,169.504275847645,169.50427584801,169.504275848417,161.152568999647,161.152568999789,161.152568999719,161.152568999695,132.291970392986,132.291970392954,132.291970392609,132.291970392728,126.232946004837,126.232946004816,126.232946005124,126.232946004575,110.255615238708,110.255615239031,110.255615239283,0,55.1252525499977,57.1296464584627,57.9396577763122,165.956789689037,165.95678968902,165.956789688935,165.956789689041,165.956789689181,165.95678968882,165.956789688813,165.956789689274,165.956789688879,165.956789689142,165.956789688937,165.956789689028,165.956789688736,165.956789688835,165.956789688813,168.773297801526,169.504275847313
"Plectrophenax nivalis.1",205.72402413573,205.72402413571,205.724024135718,205.724024135633,205.724024135689,205.724024135751,205.72402413568,205.72402413572,205.724024135702,205.724024135695,205.724024135676,205.724024135671,205.724024135657,205.724024135698,205.724024135652,205.724024135668,205.724024135691,205.724024135692,205.724024135334,205.724024135387,205.724024135411,169.50427584851,169.504275847513,169.50427584814,169.504275847988,169.504275847754,169.504275847154,169.504275847471,169.50427584771,169.504275847446,169.504275847465,169.504275847489,169.504275847527,169.504275847824,169.504275847117,169.504275847127,169.504275847129,169.504275847108,169.504275847168,169.504275847938,169.504275847997,169.504275847461,169.504275847826,169.504275848233,161.152568999463,161.152568999605,161.152568999535,161.152568999511,132.291970392802,132.29197039277,132.291970392425,132.291970392544,126.232946004653,126.232946004632,126.23294600494,126.232946004391,125.342816144965,125.342816145288,125.34281614554,55.1252525499977,0,22.910193664637,44.1570083632539,165.956789688853,165.956789688836,165.956789688751,165.956789688857,165.956789688997,165.956789688636,165.956789688629,165.95678968909,165.956789688695,165.956789688958,165.956789688753,165.956789688844,165.956789688552,165.956789688652,165.956789688629,168.773297801342,169.504275847129
"Motacilla alba",205.724024135819,205.724024135798,205.724024135806,205.724024135721,205.724024135777,205.72402413584,205.724024135768,205.724024135808,205.72402413579,205.724024135783,205.724024135764,205.724024135759,205.724024135745,205.724024135787,205.72402413574,205.724024135757,205.724024135779,205.72402413578,205.724024135422,205.724024135476,205.724024135499,169.504275848598,169.504275847601,169.504275848228,169.504275848076,169.504275847842,169.504275847242,169.50427584756,169.504275847798,169.504275847534,169.504275847553,169.504275847577,169.504275847615,169.504275847912,169.504275847205,169.504275847215,169.504275847217,169.504275847196,169.504275847256,169.504275848026,169.504275848086,169.504275847549,169.504275847914,169.504275848321,161.152568999551,161.152568999694,161.152568999623,161.152568999599,132.29197039289,132.291970392858,132.291970392513,132.291970392632,126.232946004741,126.23294600472,126.232946005028,126.232946004479,125.342816145053,125.342816145376,125.342816145628,57.1296464584627,22.910193664637,0,30.8282432697264,165.956789688941,165.956789688925,165.956789688839,165.956789688945,165.956789689086,165.956789688724,165.956789688718,165.956789689178,165.956789688783,165.956789689046,165.956789688841,165.956789688932,165.95678968864,165.95678968874,165.956789688717,168.77329780143,169.504275847217
"Motacilla flava.1",205.724024135999,205.724024135978,205.724024135986,205.724024135902,205.724024135957,205.72402413602,205.724024135948,205.724024135989,205.72402413597,205.724024135964,205.724024135945,205.72402413594,205.724024135925,205.724024135967,205.72402413592,205.724024135937,205.724024135959,205.724024135961,205.724024135602,205.724024135656,205.72402413568,169.504275848779,169.504275847781,169.504275848409,169.504275848256,169.504275848023,169.504275847422,169.50427584774,169.504275847978,169.504275847714,169.504275847733,169.504275847757,169.504275847796,169.504275848093,169.504275847385,169.504275847395,169.504275847398,169.504275847377,169.504275847436,169.504275848207,169.504275848266,169.504275847729,169.504275848095,169.504275848501,161.152568999731,161.152568999874,161.152568999803,161.152568999779,132.29197039307,132.291970393038,132.291970392693,132.291970392812,126.232946004922,126.232946004901,126.232946005209,126.23294600466,125.342816145234,125.342816145557,125.342816145808,57.9396577763122,44.1570083632539,30.8282432697264,0,165.956789689122,165.956789689105,165.95678968902,165.956789689126,165.956789689266,165.956789688905,165.956789688898,165.956789689358,165.956789688964,165.956789689227,165.956789689021,165.956789689112,165.95678968882,165.95678968892,165.956789688897,168.77329780161,169.504275847398
"Surnia ulula.1",205.724024135566,205.724024135546,205.724024135554,205.724024135469,205.724024135525,205.724024135588,205.724024135516,205.724024135556,205.724024135538,205.724024135531,205.724024135513,205.724024135508,205.724024135493,205.724024135535,205.724024135488,205.724024135505,205.724024135527,205.724024135528,205.72402413517,205.724024135224,205.724024135247,169.504275848346,169.504275847349,169.504275847976,169.504275847824,169.50427584759,169.50427584699,169.504275847308,169.504275847546,169.504275847282,169.504275847301,169.504275847325,169.504275847363,169.50427584766,169.504275846953,169.504275846963,169.504275846965,169.504275846944,169.504275847004,169.504275847775,169.504275847834,169.504275847297,169.504275847662,169.504275848069,165.956789688579,165.956789688721,165.956789688651,165.956789688627,165.956789689105,165.956789689074,165.956789688728,165.956789688847,165.956789688915,165.956789688894,165.956789689202,165.956789688653,165.956789688557,165.95678968888,165.956789689132,165.956789689037,165.956789688853,165.956789688941,165.956789689122,0,89.8703406310729,96.2722147031258,102.062326483717,102.062326483858,140.179901204507,140.1799012045,158.13682748436,160.915000169272,160.915000169535,160.91500016933,160.915000169421,160.915000169129,160.915000169229,160.915000169206,168.773297801178,169.504275846965
"Aegolius funereus.1",205.72402413555,205.724024135529,205.724024135537,205.724024135453,205.724024135508,205.724024135571,205.724024135499,205.72402413554,205.724024135522,205.724024135515,205.724024135496,205.724024135491,205.724024135476,205.724024135518,205.724024135471,205.724024135488,205.72402413551,205.724024135512,205.724024135153,205.724024135207,205.72402413523,169.50427584833,169.504275847332,169.50427584796,169.504275847807,169.504275847574,169.504275846973,169.504275847291,169.504275847529,169.504275847266,169.504275847285,169.504275847309,169.504275847347,169.504275847644,169.504275846937,169.504275846947,169.504275846949,169.504275846928,169.504275846987,169.504275847758,169.504275847817,169.50427584728,169.504275847646,169.504275848052,165.956789688562,165.956789688705,165.956789688634,165.956789688611,165.956789689089,165.956789689057,165.956789688712,165.956789688831,165.956789688899,165.956789688878,165.956789689186,165.956789688637,165.95678968854,165.956789688863,165.956789689115,165.95678968902,165.956789688836,165.956789688925,165.956789689105,89.8703406310729,0,58.6132037302766,68.8319139737392,71.5913303616267,109.708905082276,112.760537908082,158.136827484344,160.915000169256,160.915000169519,160.915000169313,160.915000169405,160.915000169112,160.915000169212,160.915000169189,168.773297801162,169.504275846949
"Strix nebulosa",205.724024135464,205.724024135444,205.724024135452,205.724024135367,205.724024135423,205.724024135486,205.724024135414,205.724024135454,205.724024135436,205.724024135429,205.72402413541,205.724024135405,205.724024135391,205.724024135433,205.724024135386,205.724024135403,205.724024135425,205.724024135426,205.724024135068,205.724024135122,205.724024135145,169.504275848244,169.504275847247,169.504275847874,169.504275847722,169.504275847488,169.504275846888,169.504275847205,169.504275847444,169.50427584718,169.504275847199,169.504275847223,169.504275847261,169.504275847558,169.504275846851,169.504275846861,169.504275846863,169.504275846842,169.504275846902,169.504275847672,169.504275847731,169.504275847195,169.504275847561,169.504275847967,165.956789688477,165.956789688619,165.956789688549,165.956789688525,165.956789689003,165.956789688971,165.956789688626,165.956789688745,165.956789688813,165.956789688792,165.9567896891,165.956789688551,165.956789688455,165.956789688778,165.956789689029,165.956789688935,165.956789688751,165.956789688839,165.95678968902,96.2722147031258,58.6132037302766,0,60.0134558308402,64.9100104679392,109.297005792397,112.348638618203,158.136827484258,160.91500016917,160.915000169433,160.915000169228,160.915000169319,160.915000169027,160.915000169127,160.915000169104,168.773297801076,169.504275846863
"Bubo scandiacus.1",205.72402413557,205.72402413555,205.724024135558,205.724024135473,205.724024135529,205.724024135592,205.72402413552,205.72402413556,205.724024135542,205.724024135536,205.724024135517,205.724024135512,205.724024135497,205.724024135539,205.724024135492,205.724024135509,205.724024135531,205.724024135532,205.724024135174,205.724024135228,205.724024135251,169.504275848351,169.504275847353,169.50427584798,169.504275847828,169.504275847594,169.504275846994,169.504275847312,169.50427584755,169.504275847286,169.504275847305,169.504275847329,169.504275847367,169.504275847664,169.504275846957,169.504275846967,169.50427584697,169.504275846948,169.504275847008,169.504275847779,169.504275847838,169.504275847301,169.504275847667,169.504275848073,165.956789688583,165.956789688725,165.956789688655,165.956789688631,165.956789689109,165.956789689077,165.956789688732,165.956789688851,165.956789688919,165.956789688898,165.956789689206,165.956789688657,165.956789688561,165.956789688884,165.956789689135,165.956789689041,165.956789688857,165.956789688945,165.956789689126,102.062326483717,68.8319139737392,60.0134558308402,0,55.9105845284477,107.068561112734,112.348638618309,158.136827484364,160.915000169276,160.915000169539,160.915000169334,160.915000169425,160.915000169133,160.915000169233,160.91500016921,168.773297801182,169.50427584697
"Asio flammeus.1",205.724024135711,205.72402413569,205.724024135698,205.724024135614,205.724024135669,205.724024135732,205.72402413566,205.724024135701,205.724024135682,205.724024135676,205.724024135657,205.724024135652,205.724024135637,205.724024135679,205.724024135632,205.724024135649,205.724024135671,205.724024135673,205.724024135314,205.724024135368,205.724024135391,169.504275848491,169.504275847493,169.504275848121,169.504275847968,169.504275847735,169.504275847134,169.504275847452,169.50427584769,169.504275847426,169.504275847445,169.50427584747,169.504275847508,169.504275847805,169.504275847098,169.504275847108,169.50427584711,169.504275847089,169.504275847148,169.504275847919,169.504275847978,169.504275847441,169.504275847807,169.504275848213,165.956789688723,165.956789688866,165.956789688795,165.956789688771,165.95678968925,165.956789689218,165.956789688873,165.956789688992,165.95678968906,165.956789689039,165.956789689347,165.956789688798,165.956789688701,165.956789689024,165.956789689276,165.956789689181,165.956789688997,165.956789689086,165.956789689266,102.062326483858,71.5913303616267,64.9100104679392,55.9105845284477,0,103.50036628546,111.905308331735,158.136827484504,160.915000169417,160.91500016968,160.915000169474,160.915000169566,160.915000169273,160.915000169373,160.91500016935,168.773297801322,169.50427584711
"Dryobates minor",205.724024135349,205.724024135329,205.724024135337,205.724024135252,205.724024135308,205.72402413537,205.724024135298,205.724024135339,205.724024135321,205.724024135314,205.724024135295,205.72402413529,205.724024135276,205.724024135317,205.724024135271,205.724024135287,205.72402413531,205.724024135311,205.724024134953,205.724024135007,205.72402413503,169.504275848129,169.504275847132,169.504275847759,169.504275847607,169.504275847373,169.504275846773,169.50427584709,169.504275847329,169.504275847065,169.504275847084,169.504275847108,169.504275847146,169.504275847443,169.504275846736,169.504275846746,169.504275846748,169.504275846727,169.504275846787,169.504275847557,169.504275847616,169.50427584708,169.504275847446,169.504275847852,165.956789688362,165.956789688504,165.956789688434,165.95678968841,165.956789688888,165.956789688856,165.956789688511,165.95678968863,165.956789688698,165.956789688677,165.956789688985,165.956789688436,165.95678968834,165.956789688663,165.956789688914,165.95678968882,165.956789688636,165.956789688724,165.956789688905,140.179901204507,109.708905082276,109.297005792397,107.068561112734,103.50036628546,0,46.6559043426589,94.2797704577723,160.915000169055,160.915000169318,160.915000169113,160.915000169204,160.915000168912,160.915000169012,160.915000168989,168.773297800961,169.504275846748
"Picoides tridactylus",205.724024135343,205.724024135322,205.72402413533,205.724024135245,205.724024135301,205.724024135364,205.724024135292,205.724024135333,205.724024135314,205.724024135308,205.724024135289,205.724024135284,205.724024135269,205.724024135311,205.724024135264,205.724024135281,205.724024135303,205.724024135304,205.724024134946,205.724024135,205.724024135023,169.504275848123,169.504275847125,169.504275847753,169.5042758476,169.504275847367,169.504275846766,169.504275847084,169.504275847322,169.504275847058,169.504275847077,169.504275847101,169.50427584714,169.504275847437,169.50427584673,169.504275846739,169.504275846742,169.504275846721,169.50427584678,169.504275847551,169.50427584761,169.504275847073,169.504275847439,169.504275847845,165.956789688355,165.956789688498,165.956789688427,165.956789688403,165.956789688882,165.95678968885,165.956789688504,165.956789688623,165.956789688692,165.956789688671,165.956789688979,165.956789688429,165.956789688333,165.956789688656,165.956789688908,165.956789688813,165.956789688629,165.956789688718,165.956789688898,140.1799012045,112.760537908082,112.348638618203,112.348638618309,111.905308331735,46.6559043426589,0,92.2683674430385,160.915000169048,160.915000169312,160.915000169106,160.915000169197,160.915000168905,160.915000169005,160.915000168982,168.773297800954,169.504275846742
"Dryocopus martius",205.724024135803,205.724024135782,205.72402413579,205.724024135706,205.724024135761,205.724024135824,205.724024135752,205.724024135793,205.724024135774,205.724024135768,205.724024135749,205.724024135744,205.724024135729,205.724024135771,205.724024135724,205.724024135741,205.724024135764,205.724024135765,205.724024135406,205.72402413546,205.724024135484,169.504275848583,169.504275847585,169.504275848213,169.50427584806,169.504275847827,169.504275847226,169.504275847544,169.504275847782,169.504275847518,169.504275847537,169.504275847562,169.5042758476,169.504275847897,169.50427584719,169.5042758472,169.504275847202,169.504275847181,169.50427584724,169.504275848011,169.50427584807,169.504275847533,169.504275847899,169.504275848305,165.956789688815,165.956789688958,165.956789688887,165.956789688864,165.956789689342,165.95678968931,165.956789688965,165.956789689084,165.956789689152,165.956789689131,165.956789689439,165.95678968889,165.956789688793,165.956789689117,165.956789689368,165.956789689274,165.95678968909,165.956789689178,165.956789689358,158.13682748436,158.136827484344,158.136827484258,158.136827484364,158.136827484504,94.2797704577723,92.2683674430385,0,111.861713610862,117.090946279228,123.228648650519,123.22864865061,158.544888115845,158.544888115945,158.544888115922,168.773297801415,169.504275847202
"Pandion haliaetus.2",205.724024135408,205.724024135388,205.724024135396,205.724024135311,205.724024135367,205.724024135429,205.724024135358,205.724024135398,205.72402413538,205.724024135373,205.724024135354,205.724024135349,205.724024135335,205.724024135377,205.72402413533,205.724024135347,205.724024135369,205.72402413537,205.724024135012,205.724024135066,205.724024135089,169.504275848188,169.504275847191,169.504275847818,169.504275847666,169.504275847432,169.504275846832,169.504275847149,169.504275847388,169.504275847124,169.504275847143,169.504275847167,169.504275847205,169.504275847502,169.504275846795,169.504275846805,169.504275846807,169.504275846786,169.504275846846,169.504275847616,169.504275847676,169.504275847139,169.504275847504,169.504275847911,165.956789688421,165.956789688563,165.956789688493,165.956789688469,165.956789688947,165.956789688915,165.95678968857,165.956789688689,165.956789688757,165.956789688736,165.956789689044,165.956789688495,165.956789688399,165.956789688722,165.956789688973,165.956789688879,165.956789688695,165.956789688783,165.956789688964,160.915000169272,160.915000169256,160.91500016917,160.915000169276,160.915000169417,160.915000169055,160.915000169048,111.861713610862,0,95.9199775193248,103.511655497519,103.51165549761,138.827894962845,138.827894962945,138.827894962922,168.77329780102,169.504275846807
"Accipiter gentilis",205.724024135671,205.724024135651,205.724024135659,205.724024135574,205.72402413563,205.724024135693,205.724024135621,205.724024135661,205.724024135643,205.724024135636,205.724024135617,205.724024135612,205.724024135598,205.72402413564,205.724024135593,205.72402413561,205.724024135632,205.724024135633,205.724024135275,205.724024135329,205.724024135352,169.504275848451,169.504275847454,169.504275848081,169.504275847929,169.504275847695,169.504275847095,169.504275847413,169.504275847651,169.504275847387,169.504275847406,169.50427584743,169.504275847468,169.504275847765,169.504275847058,169.504275847068,169.504275847071,169.504275847049,169.504275847109,169.50427584788,169.504275847939,169.504275847402,169.504275847768,169.504275848174,165.956789688684,165.956789688826,165.956789688756,165.956789688732,165.95678968921,165.956789689179,165.956789688833,165.956789688952,165.95678968902,165.956789689,165.956789689307,165.956789688758,165.956789688662,165.956789688985,165.956789689237,165.956789689142,165.956789688958,165.956789689046,165.956789689227,160.915000169535,160.915000169519,160.915000169433,160.915000169539,160.91500016968,160.915000169318,160.915000169312,117.090946279228,95.9199775193248,0,58.9918867909635,63.6546437604894,106.4730779712,106.4730779713,109.761451816757,168.773297801283,169.504275847071
"Circus cyaneus",205.724024135466,205.724024135446,205.724024135453,205.724024135369,205.724024135425,205.724024135487,205.724024135416,205.724024135456,205.724024135438,205.724024135431,205.724024135412,205.724024135407,205.724024135392,205.724024135434,205.724024135388,205.724024135405,205.724024135427,205.724024135428,205.72402413507,205.724024135124,205.724024135147,169.504275848246,169.504275847249,169.504275847876,169.504275847724,169.50427584749,169.50427584689,169.504275847207,169.504275847446,169.504275847182,169.504275847201,169.504275847225,169.504275847263,169.50427584756,169.504275846853,169.504275846863,169.504275846865,169.504275846844,169.504275846904,169.504275847674,169.504275847733,169.504275847197,169.504275847562,169.504275847969,165.956789688479,165.956789688621,165.95678968855,165.956789688527,165.956789689005,165.956789688973,165.956789688628,165.956789688747,165.956789688815,165.956789688794,165.956789689102,165.956789688553,165.956789688456,165.95678968878,165.956789689031,165.956789688937,165.956789688753,165.956789688841,165.956789689021,160.91500016933,160.915000169313,160.915000169228,160.915000169334,160.915000169474,160.915000169113,160.915000169106,123.228648650519,103.511655497519,58.9918867909635,0,56.0950136079541,105.755386805609,105.968860077048,109.257233922505,168.773297801078,169.504275846865
"Accipiter nisus",205.724024135557,205.724024135537,205.724024135545,205.72402413546,205.724024135516,205.724024135578,205.724024135506,205.724024135547,205.724024135529,205.724024135522,205.724024135503,205.724024135498,205.724024135484,205.724024135526,205.724024135479,205.724024135496,205.724024135518,205.724024135519,205.724024135161,205.724024135215,205.724024135238,169.504275848337,169.50427584734,169.504275847967,169.504275847815,169.504275847581,169.504275846981,169.504275847298,169.504275847537,169.504275847273,169.504275847292,169.504275847316,169.504275847354,169.504275847651,169.504275846944,169.504275846954,169.504275846956,169.504275846935,169.504275846995,169.504275847765,169.504275847824,169.504275847288,169.504275847653,169.50427584806,165.95678968857,165.956789688712,165.956789688642,165.956789688618,165.956789689096,165.956789689064,165.956789688719,165.956789688838,165.956789688906,165.956789688885,165.956789689193,165.956789688644,165.956789688548,165.956789688871,165.956789689122,165.956789689028,165.956789688844,165.956789688932,165.956789689112,160.915000169421,160.915000169405,160.915000169319,160.915000169425,160.915000169566,160.915000169204,160.915000169197,123.22864865061,103.51165549761,63.6546437604894,56.0950136079541,0,102.250041837244,103.25726879081,109.257233922596,168.773297801169,169.504275846956
"Haliaeetus albicilla",205.724024135265,205.724024135244,205.724024135252,205.724024135168,205.724024135224,205.724024135286,205.724024135214,205.724024135255,205.724024135237,205.72402413523,205.724024135211,205.724024135206,205.724024135191,205.724024135233,205.724024135186,205.724024135203,205.724024135226,205.724024135227,205.724024134868,205.724024134922,205.724024134946,169.504275848045,169.504275847048,169.504275847675,169.504275847522,169.504275847289,169.504275846688,169.504275847006,169.504275847245,169.504275846981,169.504275847,169.504275847024,169.504275847062,169.504275847359,169.504275846652,169.504275846662,169.504275846664,169.504275846643,169.504275846703,169.504275847473,169.504275847532,169.504275846996,169.504275847361,169.504275847768,165.956789688278,165.95678968842,165.956789688349,165.956789688326,165.956789688804,165.956789688772,165.956789688427,165.956789688546,165.956789688614,165.956789688593,165.956789688901,165.956789688352,165.956789688255,165.956789688578,165.95678968883,165.956789688736,165.956789688552,165.95678968864,165.95678968882,160.915000169129,160.915000169112,160.915000169027,160.915000169133,160.915000169273,160.915000168912,160.915000168905,158.544888115845,138.827894962845,106.4730779712,105.755386805609,102.250041837244,0,39.484444871819,49.7209054343383,168.773297800877,169.504275846664
"Buteo lagopus.1",205.724024135365,205.724024135344,205.724024135352,205.724024135268,205.724024135323,205.724024135386,205.724024135314,205.724024135355,205.724024135337,205.72402413533,205.724024135311,205.724024135306,205.724024135291,205.724024135333,205.724024135286,205.724024135303,205.724024135325,205.724024135327,205.724024134968,205.724024135022,205.724024135046,169.504275848145,169.504275847147,169.504275847775,169.504275847622,169.504275847389,169.504275846788,169.504275847106,169.504275847344,169.50427584708,169.5042758471,169.504275847124,169.504275847162,169.504275847459,169.504275846752,169.504275846762,169.504275846764,169.504275846743,169.504275846802,169.504275847573,169.504275847632,169.504275847096,169.504275847461,169.504275847868,165.956789688377,165.95678968852,165.956789688449,165.956789688426,165.956789688904,165.956789688872,165.956789688527,165.956789688646,165.956789688714,165.956789688693,165.956789689001,165.956789688452,165.956789688355,165.956789688679,165.95678968893,165.956789688835,165.956789688652,165.95678968874,165.95678968892,160.915000169229,160.915000169212,160.915000169127,160.915000169233,160.915000169373,160.915000169012,160.915000169005,158.544888115945,138.827894962945,106.4730779713,105.968860077048,103.25726879081,39.484444871819,0,47.4551928798966,168.773297800977,169.504275846764
"Aquila chrysaetos",205.724024135342,205.724024135321,205.72402413533,205.724024135245,205.724024135301,205.724024135363,205.724024135292,205.724024135332,205.724024135314,205.724024135307,205.724024135288,205.724024135283,205.724024135269,205.72402413531,205.724024135264,205.72402413528,205.724024135303,205.724024135304,205.724024134945,205.724024134999,205.724024135023,169.504275848122,169.504275847125,169.504275847752,169.504275847599,169.504275847366,169.504275846765,169.504275847083,169.504275847321,169.504275847058,169.504275847077,169.504275847101,169.504275847139,169.504275847436,169.504275846729,169.504275846739,169.504275846741,169.50427584672,169.50427584678,169.50427584755,169.504275847609,169.504275847073,169.504275847438,169.504275847845,165.956789688355,165.956789688497,165.956789688427,165.956789688403,165.956789688881,165.956789688849,165.956789688504,165.956789688623,165.956789688691,165.95678968867,165.956789688978,165.956789688429,165.956789688333,165.956789688656,165.956789688907,165.956789688813,165.956789688629,165.956789688717,165.956789688897,160.915000169206,160.915000169189,160.915000169104,160.91500016921,160.91500016935,160.915000168989,160.915000168982,158.544888115922,138.827894962922,109.761451816757,109.257233922505,109.257233922596,49.7209054343383,47.4551928798966,0,168.773297800954,169.504275846741
